TARGET_FID_12_13,Full_sesti,Codice_1
784,CN3204A,ALVI
793,CN3458,ORTO
794,CN3459,ORTO
795,CN3461A,ORTO
797,CN3466,ORTO
797,CN3468,ORTO
797,CN3463,ORTO
797,CN3467,ORTO
797,CN3464,ORTO
797,CN3465,ORTO
798,CN3482,ORTO
799,CN3481A,ORTO
799,CN3484,ORTO
799,CN3481,ORTO
799,CN3485,ORTO
800,CN3487,ORTO
800,CN3488,ORTO
800,CN3486,ORTO
800,CN3480,ORTO
801,CN3490,ORTO
802,CN3489,ORTO
802,CN3479,ORTO
802,CN3478,ORTO
805,CN3498,ORTO
805,CN3499,ORTO
806,CN3500,ORTO
807,CN3501,ORTO
807,CN3503,ORTO
807,CN3502,ORTO
808,CN3506,ORTO
808,CN3505,ORTO
808,CN3504,ORTO
808,CN3501A,ORTO
808,CN3501B,ORTO
809,CN3501F,ORTO
809,CN3501E,ORTO
809,CN3501D,ORTO
809,CN3501C,ORTO
810,CN3502A,ORTO
811,CN3503A,ORTO
816,CN3505A,ORTO
816,CN3505B,ORTO
816,CN3505C,ORTO
817,CN3504C,ORTO
817,CN3504A,ORTO
817,CN3504D,ORTO
817,CN3504B,ORTO
818,CN3509,ORTO
818,CN3509C,ORTO
818,CN3509B,ORTO
818,CN3509A,ORTO
819,CN3508,ORTO
820,CN3506A,ORTO
820,CN3506B,ORTO
821,CN3507C,ORTO
821,CN3507,ORTO
821,CN3507A,ORTO
821,CN3507B,ORTO
826,CN3505D,ORTO
837,CN2818A,ORME
837,CN2818,ORME
837,CN2817,ORME
839,CN2819C,ORME
839,CN2819A,ORME
839,CN2819,ORME
840,CN2820,ORME
841,CN2821,ORME
844,CN3239,SENS
844,CN3240,SENS
844,CN3242A,SENS
844,CN3240A,SENS
845,CN3241,SENS
846,CN3244B,SENS
846,CN3244A,SENS
846,CN3245,SENS
846,CN3245A,SENS
847,CN3243,SENS
848,CN3248,SENS
848,CN3253,SENS
848,CN3247,SENS
848,CN3246,SENS
849,CN3260,SENS
849,CN3259,SENS
849,CN3258,SENS
850,CN3259B,SENS
850,CN3259A,SENS
851,CN3267,SENS
853,CN3263A,SENS
853,CN3263B,SENS
859,CN3290,SENS
860,CN3292,SENS
860,CN3291,SENS
863,CN3283B,SENS
863,CN3283A,SENS
864,CN3281,SENS
864,CN3282,SENS
865,CN3272,SENS
865,CN3272A,SENS
865,CN3273,SENS
867,CN3268,SENS
867,CN3269,SENS
868,CN3307,BRAZ
870,CN3305A,BRAZ
871,CN3304,BRAZ
874,CN3316,BRAZ
876,CN3331,BRAZ
876,CN3332,BRAZ
883,CN3242,SENS
907,CN3268A,SENS
916,CN813A,MACE
918,CN811,MACE
920,CN810A,MACE
923,CN719D,MACE
924,CN722,MACE
924,CN722A,MACE
925,CN632,MACE
925,CN723A,MACE
925,CN723,MACE
926,CN784,MACE
926,CN785,MACE
927,CN783,MACE
928,CN773,MACE
928,CN772,MACE
929,CN833,MACE
929,CN834,MACE
930,CN836,MACE
930,CN835,MACE
931,CN846,MACE
931,CN851,MACE
931,CN847,MACE
931,CN850,MACE
932,CN844,MACE
932,CN845,MACE
933,CN792,MACE
934,CN793,MACE
935,CN797,MACE
936,CN798,MACE
936,CN799,MACE
938,CN669,MACE
938,CN668,MACE
938,CN662,MACE
939,CN671A,MACE
939,CN670,MACE
939,CN671,MACE
940,CN634,MACE
941,CN635A,MACE
941,CN635,MACE
942,CN649,MACE
942,CN642A,MACE
942,CN650,MACE
943,CN651,MACE
944,CN628,MACE
944,CN628E,MACE
944,CN628B,MACE
944,CN628A,MACE
944,CN627A,MACE
945,CN628D,MACE
948,CN622,GIOB
948,CN625,GIOB
948,CN623,GIOB
948,CN626,GIOB
948,CN624,GIOB
948,CN627,GIOB
949,CN619,GIOB
950,CN619E,GIOB
950,CN619C,GIOB
950,CN619D,GIOB
950,CN619B,GIOB
950,CN619A,GIOB
952,CN804,MACE
953,CN805,MACE
953,CN764,MACE
954,CN763A,MACE
954,CN806,MACE
955,CN763,MACE
956,CN759,MACE
956,CN761,MACE
956,CN760,MACE
956,CN739,MACE
958,CN832,MACE
958,CN831,MACE
959,CN753,MACE
959,CN753A,MACE
960,CN748,MACE
960,CN747,MACE
961,CN861,MACE
961,CN860,MACE
961,CN863,MACE
961,CN862,MACE
962,CN866,MACE
964,CN630,MACE
964,CN630A,MACE
965,CN631G,MACE
965,CN631,MACE
967,CN631B,MACE
967,CN631D,MACE
967,CN631C,MACE
967,CN631A,MACE
969,CN724,MACE
970,CN724B,MACE
970,CN724C,MACE
970,CN724F,MACE
970,CN724E,MACE
972,CN565,GIOB
973,CN566A,GIOB
973,CN566E,GIOB
973,CN566,GIOB
979,CN566B,GIOB
979,CN566C,GIOB
984,CN96I,GIOB
984,CN96H,GIOB
984,CN96F,GIOB
984,CN96G,GIOB
984,CN96L,GIOB
988,CN96P,GIOB
999,CN732,MACE
1004,CN737,MACE
1025,CN272,GERE
1026,CN4894,GESU
1027,CN1818,LEON
1027,CN1816,LEON
1027,CN1817,LEON
1027,CN1818A,LEON
1027,CN1819,LEON
1027,CN1819A,LEON
1028,CN4905,GESU
1028,CN4904,GESU
1030,CN1812B,LEON
1030,CN1812A,LEON
1030,CN1812E,LEON
1030,CN1812D,LEON
1033,CN1812C,LEON
1033,CN1812F,LEON
1033,CN1812,LEON
1034,CN3804,APOS
1034,CN3803,APOS
1035,CN3800,APOS
1035,CN3799,APOS
1036,CN3865B,APOS
1040,CN4029,CORR
1040,CN4029B,CORR
1041,CN4036,CORR
1042,CN4930,GESU
1045,CN4961A,GESU
1045,CN4963,GESU
1045,CN4962,GESU
1048,CN4875,SART
1049,CN3600,MISE
1050,CN3606B,FELI
1051,CN3607C,FELI
1051,CN3607A,FELI
1051,CN3607B,FELI
1051,CN3607,FELI
1051,CN3608,FELI
1055,CN3737B,RACC
1055,CN3736,RACC
1055,CN3737,RACC
1056,CN3741,RACC
1056,CN3737A,RACC
1056,CN3741A,RACC
1057,CN4929A,GESU
1063,CN4127,ANDR
1064,CN3770,RACC
1064,CN3772,RACC
1064,CN3765B,RACC
1064,CN3771,RACC
1071,CN4030A,CORR
1071,CN4031,CORR
1072,CN4888B,GESU
1072,CN4888A,GESU
1078,CN5146,BIRI
1078,CN5141,BIRI
1078,CN5146A,BIRI
1079,CN5351,BIRI
1079,CN5352,BIRI
1079,CN5353,BIRI
1079,CN5349B,BIRI
1079,CN5350,BIRI
1080,CN5357,BIRI
1080,CN5357A,BIRI
1080,CN5358,BIRI
1081,CN6286,PANA
1081,CN6290,PANA
1081,CN6291,PANA
1081,CN6292A,PANA
1081,CN6292,PANA
1082,CN5079,BIRI
1082,CN5090,BIRI
1083,CN5080,BIRI
1083,CN5088,BIRI
1083,CN5089,BIRI
1083,CN5087,BIRI
1084,CN5078A,BIRI
1084,CN5041,BIRI
1084,CN5078,BIRI
1085,CN5075C,BIRI
1085,CN5042,BIRI
1085,CN5044,BIRI
1085,CN5043,BIRI
1085,CN5075A,BIRI
1085,CN5075B,BIRI
1085,CN5046,BIRI
1086,CN5077,BIRI
1086,CN5076,BIRI
1087,CN5045E,BIRI
1087,CN5045G,BIRI
1087,CN5045D,BIRI
1087,CN5045F,BIRI
1087,CN5045H,BIRI
1087,CN5045A,BIRI
1088,CN5051,BIRI
1088,CN5049,BIRI
1088,CN5049A,BIRI
1088,CN5050M,BIRI
1089,CN5054,BIRI
1089,CN5048,BIRI
1089,CN5053,BIRI
1090,CN5052,BIRI
1091,CN5119A,BIRI
1091,CN5119B,BIRI
1092,CN5119,BIRI
1093,CN5127A,BIRI
1093,CN5132,BIRI
1093,CN5130,BIRI
1093,CN5127,BIRI
1094,CN5136,BIRI
1094,CN5141A,BIRI
1094,CN5134,BIRI
1095,CN5121,BIRI
1095,CN5120,BIRI
1096,CN5122,BIRI
1096,CN5123,BIRI
1097,CN5063,BIRI
1098,CN5061,BIRI
1098,CN5060,BIRI
1098,CN5062,BIRI
1100,CN6280,PANA
1100,CN6278,PANA
1100,CN6280A,PANA
1100,CN6279,PANA
1101,CN6277A,PANA
1101,CN6276A,PANA
1101,CN6275,PANA
1101,CN6276,PANA
1101,CN6277C,PANA
1101,CN6277,PANA
1102,CN6282,PANA
1102,CN6283,PANA
1102,CN6281A,PANA
1158,SC464,ROMA
1158,SC462,ROMA
1158,SC463,ROMA
1160,SC448,ROMA
1160,SC447,ROMA
1169,SC511,ROMA
1169,SC512,ROMA
1170,SC513,ROMA
1177,SC500,PORT
1182,SC499,PORT
1182,SC499B,PORT
1182,SC499A,PORT
1182,SC498,PORT
1188,SC499F,ROMA
1188,SC499G,ROMA
1189,SC502,ROMA
1189,SC504,ROMA
1190,SC504C,ROMA
1190,SC504B,ROMA
1190,SC499D,ROMA
1190,SC504A,ROMA
1194,SC241,TOLE
1194,SC240,TOLE
1194,SC240A,TOLE
1194,SC241A,TOLE
1194,SC240B,TOLE
1194,SC551,TOLE
1202,SC509,ROMA
1203,SC507,ROMA
1203,SC507B,ROMA
1203,SC507C,ROMA
1203,SC507A,ROMA
1204,SC506,ROMA
1204,SC506A,ROMA
1204,SC505,ROMA
1204,SC506B,ROMA
1210,SC492A,ROMA
1210,SC492B,ROMA
1211,SC490A,ROMA
1212,SC491A,ROMA
1212,SC491B,ROMA
1212,SC490,ROMA
1215,SC495B,ROMA
1216,SC494,ROMA
1218,SC486,ROMA
1219,SC487,ROMA
1219,SC495,ROMA
1220,SC469B,ROMA
1245,SC468B,ROMA
1245,SC467F,ROMA
1248,SC496L,ROMA
1248,SC496Q,ROMA
1248,SC496E,ROMA
1248,SC496G,ROMA
1248,SC496R,ROMA
1248,SC496I,ROMA
1248,SC496N,ROMA
1248,SC496D,ROMA
1248,SC496Z,ROMA
1248,SC496P,ROMA
1248,SC496S,ROMA
1248,SC496M,ROMA
1248,SC496F,ROMA
1248,SC496O,ROMA
1248,SC496T,ROMA
1248,SC496H,ROMA
1248,SC496U,ROMA
1249,SC497L,ROMA
1249,SC497E,ROMA
1249,SC496,ROMA
1249,SC497I,ROMA
1249,SC497N,ROMA
1249,SC497C,ROMA
1249,SC497D,ROMA
1249,SC497G,ROMA
1249,SC497F,ROMA
1249,SC496C,ROMA
1249,SC497P,ROMA
1249,SC497H,ROMA
1249,SC497M,ROMA
1249,SC497O,ROMA
1250,SC515A,ROMA
1250,SC517,ROMA
1250,SC514,ROMA
1250,SC516,ROMA
1251,SC518,ROMA
1251,SC518A,ROMA
1251,SC519,ROMA
1252,SC520A,ROMA
1252,SC520,ROMA
1253,SC521A,ROMA
1253,SC521,ROMA
1253,SC521B,ROMA
1254,SC523,ROMA
1257,SC467E,ROMA
1257,SC467D,ROMA
1259,SC433A,ROMA
1260,SC466M,ROMA
1266,SC466,ROMA
1266,SC466A,ROMA
1266,SC465,ROMA
1266,SC466B,ROMA
1267,SC461,ROMA
1267,SC461A,ROMA
1267,SC460,ROMA
1268,SC451A,ROMA
1269,SC454A,ROMA
1269,SC453,ROMA
1269,SC452,ROMA
1269,SC454,ROMA
1270,SC548,ROMA
1271,SC242,PAPA
1273,SC250,PAPA
1274,SC251,PAPA
1275,SC252,PAPA
1276,SC259,PAPA
1276,SC258,PAPA
1276,SC255,PAPA
1276,SC260,PAPA
1277,SC260B,PAPA
1277,SC260A,PAPA
1278,SC261,PAPA
1278,SC261A,PAPA
1278,SC261B,PAPA
1279,SC270E,PAPA
1279,SC270C,PAPA
1279,SC270F,PAPA
1279,SC270D,PAPA
1279,SC270G,PAPA
1281,SC264,PAPA
1281,SC263,PAPA
1282,SC267A,PAPA
1282,SC266,PAPA
1284,SC267,PAPA
1284,SC268,PAPA
1285,SC270B,PAPA
1285,SC270A,PAPA
1285,SC270,PAPA
1286,SC269,PAPA
1288,SC167,TOLE
1288,SC166,TOLE
1288,SC165,TOLE
1288,SC168,TOLE
1289,DD3509B,MALC
1289,DD3509C,MALC
1290,DD3505,MALC
1290,DD3509A,MALC
1290,DD3507,MALC
1290,DD3509,MALC
1290,DD3508,MALC
1290,DD3504,MALC
1290,DD3506,MALC
1291,SC456A,ROMA
1291,SC456,ROMA
1293,SC487A,ROMA
1307,SP2456,FRAR
1307,SP2455,FRAR
1309,SC641,TOLE
1310,SC639,TOLE
1310,SC640,TOLE
1313,SC175,TOLE
1313,SC174,TOLE
1314,SC176,TOLE
1315,SP2543,FRAR
1317,SP2543A,FRAR
1317,SP2498,FRAR
1318,SP2526,FRAR
1318,SP2525,FRAR
1318,SP2524,FRAR
1319,SP2529,FRAR
1319,SP2527,FRAR
1319,SP2528,FRAR
1320,SP2532,FRAR
1320,SP2530,FRAR
1320,SP2531,FRAR
1320,SP2531A,FRAR
1321,SP2490,FRAR
1321,SP2489,FRAR
1321,SP2488,FRAR
1322,SP2492,FRAR
1322,SP2491,FRAR
1323,SP2465A,FRAR
1324,SP2465M,FRAR
1324,SP2465D,FRAR
1325,SP2462,FRAR
1326,SP2463,FRAR
1327,SC803,TOLE
1327,SC802,TOLE
1328,SC804,TOLE
1329,SC805,TOLE
1329,SC806,TOLE
1330,SC809,TOLE
1330,SC807,TOLE
1330,SC808,TOLE
1330,SC808A,TOLE
1331,SC810,TOLE
1332,SC812,TOLE
1332,SC813,TOLE
1332,SC811,TOLE
1332,SC813A,TOLE
1333,SC856,ZAND
1333,SC855,ZAND
1333,SC857,ZAND
1334,SC854,ZAND
1335,SC853B,ZAND
1338,SC1043,ZAND
1338,SC1034,ZAND
1338,SC1033,
1338,SC1040,ZAND
1338,SC1041,ZAND
1338,SC1042,ZAND
1339,SC1035A,ZAND
1339,SC1036,ZAND
1339,SC1038,ZAND
1339,SC1039,ZAND
1339,SC1035,ZAND
1340,SP2377,FRAR
1341,SP2376,FRAR
1341,SP2375,FRAR
1342,SP2374,FRAR
1342,SP2373,FRAR
1343,SP2411,FRAR
1343,SP2372,FRAR
1343,SP2372A,FRAR
1345,SC1457A,ORIO
1345,SC1458A,ORIO
1345,SC1458,ORIO
1346,SC1387,ZAND
1346,SC1388,ZAND
1347,SC1389,ZAND
1348,SC1390,ZAND
1349,SC1391A,ZAND
1349,SC1390A,ZAND
1349,SC1391,ZAND
1349,SC1392A,ZAND
1351,SC1281,ZAND
1351,SC1280,ZAND
1351,SC1282,ZAND
1353,SC1279,ZAND
1353,SC1278,ZAND
1354,SC1243,ZAND
1355,SC1244,ZAND
1356,SC1217,ZAND
1356,SC1216,ZAND
1356,SC1210,ZAND
1357,SC1209,ZAND
1357,SC1217A,ZAND
1358,SC1213,ZAND
1358,SC1212,ZAND
1358,SC1214,ZAND
1359,SC1215,ZAND
1359,SC1211,ZAND
1360,SC1431,ZAND
1360,SC1131,ZAND
1360,SC1432,ZAND
1361,SC1429,ZAND
1361,SC1132,ZAND
1361,SC1430,ZAND
1362,SC1130,ZAND
1362,SC1129,ZAND
1363,SC1127,ZAND
1363,SC1126,ZAND
1363,SC1128,ZAND
1364,SC1120,ZAND
1364,SC1122,ZAND
1364,SC1122A,ZAND
1364,SC1121,ZAND
1365,SC1123,ZAND
1365,SC1125,ZAND
1365,SC1124,ZAND
1366,SC1115,ZAND
1366,SC1114,ZAND
1368,SC1116,ZAND
1369,SC1117,ZAND
1370,SC1107A,ZAND
1370,SC1107,ZAND
1371,SC1111A,ZAND
1371,SC1108,ZAND
1371,SC1110,ZAND
1371,SC1109,ZAND
1371,SC1111,ZAND
1372,SC975B,ZAND
1372,SC975,ZAND
1372,SC975A,ZAND
1373,SC902,ZAND
1373,SC902A,ZAND
1373,SC902B,ZAND
1373,SC903,ZAND
1374,SC1011,ZAND
1375,SC866,ZAND
1375,SC992A,ZAND
1375,SC865,ZAND
1375,SC864,ZAND
1376,SC979,ZAND
1376,SC978,ZAND
1376,SC980,ZAND
1377,SC892I,ZAND
1378,SC1005B,ZAND
1378,SC1004,ZAND
1378,SC1005A,ZAND
1378,SC1003,ZAND
1378,SC997,ZAND
1378,SC1005,ZAND
1379,SC999,ZAND
1379,SC1000,ZAND
1379,SC1001,ZAND
1379,SC1002,ZAND
1379,SC1002A,ZAND
1380,SC882,ZAND
1381,SC884,ZAND
1381,SC883,ZAND
1382,SC889,ZAND
1382,SC888A,ZAND
1383,SC891,ZAND
1383,SC890,ZAND
1384,SC785,TOLE
1385,SC785A,TOLE
1386,SC779,TOLE
1386,SC778,TOLE
1386,SC780,TOLE
1387,SC777,TOLE
1387,SC776,TOLE
1388,SC775,TOLE
1389,SC895,ZAND
1390,SC897,ZAND
1390,SC898,ZAND
1390,SC896,ZAND
1391,SC899A,ZAND
1392,SC899B,ZAND
1393,SC900A,ZAND
1393,SC900,ZAND
1393,SC899,ZAND
1394,SC966,ZAND
1395,SC965,ZAND
1396,SC961,ZAND
1396,SC1179,ZAND
1397,SC960,ZAND
1397,SC1181,ZAND
1397,SC1180,ZAND
1398,SC959,ZAND
1398,SC1182,ZAND
1398,SC1181A,ZAND
1398,SC1183,ZAND
1399,SC941,ZAND
1400,SC940A,ZAND
1401,SC741,TOLE
1401,SC742A,TOLE
1401,SC742,TOLE
1402,SC741A,TOLE
1402,SC740,TOLE
1402,SC740A,TOLE
1403,SC684,TOLE
1403,SC683,TOLE
1403,SC689,TOLE
1404,SC688A,TOLE
1404,SC685,TOLE
1405,SC688,TOLE
1406,SC686A,TOLE
1406,SC687,TOLE
1406,SC686,TOLE
1407,SC589,TOLE
1407,SC588,TOLE
1408,SC586A,TOLE
1408,SC590,TOLE
1408,SC589A,TOLE
1408,SC587,TOLE
1411,SC565,TOLE
1411,SC564,TOLE
1411,SC566,TOLE
1412,SC562,TOLE
1412,SC563,TOLE
1415,SC714,TOLE
1416,SC745A,TOLE
1416,SC715,TOLE
1417,SC745,TOLE
1418,SC746,TOLE
1419,SC747,TOLE
1419,SC746A,TOLE
1420,SC750,TOLE
1420,SC750A,TOLE
1420,SC748,TOLE
1420,SC749,TOLE
1421,SC751,TOLE
1421,SC752,TOLE
1421,SC751A,TOLE
1421,SC750B,TOLE
1422,SC753,TOLE
1423,SC755,TOLE
1423,SC754,TOLE
1425,SC758,TOLE
1425,SC757,TOLE
1425,SC756,TOLE
1426,SC759,TOLE
1427,SC763A,TOLE
1427,SC760,TOLE
1429,SC764,TOLE
1431,SC765,TOLE
1431,SC765A,TOLE
1432,SC744,TOLE
1432,SC743,TOLE
1432,SC764C,TOLE
1434,SC739,TOLE
1434,SC738B,TOLE
1434,SC738,TOLE
1436,CN54,GERE
1436,CN54B,GERE
1436,CN54A,GERE
1436,CN54C,GERE
1438,SC698,TOLE
1438,SC702,TOLE
1438,SC700,TOLE
1438,SC701,TOLE
1438,SC699,TOLE
1439,SC693,TOLE
1439,SC703,TOLE
1439,SC693A,TOLE
1442,SC691,TOLE
1442,SC692,TOLE
1442,SC690A,TOLE
1445,SC690,TOLE
1446,SC694A,TOLE
1447,SC694,TOLE
1448,SC697,TOLE
1448,SC696,TOLE
1448,SC695,TOLE
1449,SC681,TOLE
1449,SC682,TOLE
1450,SC679,TOLE
1450,SC680,TOLE
1451,SC678,TOLE
1451,SC677,TOLE
1452,SC676,TOLE
1453,SC675,TOLE
1453,SC675A,TOLE
1454,SC673,TOLE
1454,SC674,TOLE
1455,SC671,TOLE
1455,SC672A,TOLE
1455,SC672,TOLE
1456,SC664A,TOLE
1457,SC670B,TOLE
1457,SC670A,TOLE
1458,SC668A,TOLE
1461,SC590A,TOLE
1461,SC585,TOLE
1461,SC591,TOLE
1461,SC586,TOLE
1462,SC593,TOLE
1462,SC592,TOLE
1462,SC574,TOLE
1463,SC594,TOLE
1463,SC595,TOLE
1464,SC704C,TOLE
1464,SC704B,TOLE
1465,SC670,TOLE
1465,SC668,TOLE
1465,SC669,TOLE
1466,SC1507,ORIO
1466,SC1506,ORIO
1466,SC1507C,ORIO
1466,SC1507A,ORIO
1467,SC1080A,ZAND
1467,SC1079,ZAND
1467,SC1080,ZAND
1468,SC1078A,ZAND
1468,SC1078,ZAND
1471,SC1050,ZAND
1471,SC1052,ZAND
1471,SC1051A,ZAND
1471,SC1052A,ZAND
1471,SC1051,ZAND
1472,SC1048,ZAND
1472,SC1047,ZAND
1472,SC1049,ZAND
1474,SC1046A,ZAND
1474,SC1043B,ZAND
1474,SC1043C,ZAND
1475,SC1054,ZAND
1475,SC1053,ZAND
1475,SC1053A,ZAND
1478,SC1055,ZAND
1478,SC1058,ZAND
1478,SC1057,ZAND
1478,SC1056,ZAND
1479,SC1045,ZAND
1479,SC1044,ZAND
1479,SC1046,ZAND
1481,SC1077B,ZAND
1481,SC1077,ZAND
1482,SC1076,ZAND
1482,SC1074,ZAND
1482,SC1075,ZAND
1483,SC1073,ZAND
1485,SC1068,ZAND
1485,SC1069,ZAND
1485,SC1072,ZAND
1485,SC1066,ZAND
1485,SC1071,ZAND
1485,SC1070,ZAND
1485,SC1067,ZAND
1486,SC1064,ZAND
1486,SC1065,ZAND
1487,SC1063,ZAND
1488,SC1062A,ZAND
1488,SC1062C,ZAND
1488,SC1062B,ZAND
1489,SC996,ZAND
1489,SC1006,ZAND
1489,SC1006A,ZAND
1489,SC995,ZAND
1490,SC993A,ZAND
1490,SC993,ZAND
1491,SC1008,ZAND
1491,SC1009,ZAND
1491,SC1007,ZAND
1492,SC1010A,ZAND
1493,SC867,ZAND
1493,SC870,ZAND
1493,SC868,ZAND
1493,SC869,ZAND
1494,SC991,ZAND
1494,SC992,ZAND
1495,SC872,ZAND
1495,SC871,ZAND
1495,SC874,ZAND
1496,SC875,ZAND
1496,SC876,ZAND
1497,SC877,ZAND
1498,SC987,ZAND
1499,SC881,ZAND
1499,SC985,ZAND
1501,SC885,ZAND
1501,SC886,ZAND
1502,SC983,ZAND
1503,SC887,ZAND
1503,SC888,ZAND
1504,SC982B,ZAND
1504,SC982,ZAND
1504,SC982A,ZAND
1505,SC892B,ZAND
1505,SC892A,ZAND
1505,SC892C,ZAND
1505,SC892,ZAND
1506,SC892G,ZAND
1506,SC892F,ZAND
1506,SC892D,ZAND
1506,SC892H,ZAND
1506,SC892E,ZAND
1508,SC976,ZAND
1508,SC976A,ZAND
1508,SC977,ZAND
1508,SC893,ZAND
1510,SC1206A,ZAND
1510,SC1206,ZAND
1511,SC1202,ZAND
1511,SC1204,ZAND
1511,SC1202A,ZAND
1511,SC1203,ZAND
1512,SC1197,ZAND
1512,SC1195,ZAND
1512,SC1199,ZAND
1512,SC1201,ZAND
1512,SC1196,ZAND
1512,SC1198,ZAND
1512,SC1200,ZAND
1512,SC1194,ZAND
1513,SC1176,ZAND
1513,SC1175,ZAND
1513,SC1174,ZAND
1513,SC1178,ZAND
1514,SC962,ZAND
1515,SC958,ZAND
1515,SC1184,ZAND
1516,SC932A,ZAND
1516,SC931,ZAND
1517,SC935,ZAND
1518,SC939,ZAND
1518,SC937,ZAND
1518,SC936,ZAND
1518,SC938,ZAND
1518,SC940,ZAND
1519,SC950,ZAND
1519,SC942,ZAND
1519,SC944,ZAND
1519,SC945,ZAND
1519,SC943,ZAND
1520,SC929,ZAND
1521,SC949,ZAND
1521,SC946,ZAND
1523,SC923,ZAND
1523,SC925,ZAND
1523,SC922,ZAND
1525,SC920A,ZAND
1526,SC920,ZAND
1528,SC919,ZAND
1529,SC913A,ZAND
1529,SC913B,ZAND
1529,SC912A,ZAND
1531,CN1814C,LEON
1531,CN1814,LEON
1531,CN1815,LEON
1531,CN1815B,LEON
1531,CN1815A,LEON
1531,CN1815E,LEON
1531,CN1815C,LEON
1531,CN1813,LEON
1531,CN1814B,LEON
1531,CN1814A,LEON
1531,CN1815D,LEON
1533,CN1783A,LEON
1533,CN1783,LEON
1533,CN1782,LEON
1534,CN2008,MADD
1534,CN2009,MADD
1534,CN2007,MADD
1535,CN325,GERE
1535,CN324,GERE
1535,CN322,GERE
1535,CN323,GERE
1538,CN2010A,MADD
1538,CN2011,MADD
1538,CN2011A,MADD
1538,CN2010,MADD
1539,CN332,GERE
1539,CN331B,GERE
1539,CN331A,GERE
1540,CN2013,MADD
1540,CN2012,MADD
1544,CN2013B,MADD
1544,CN2013A,MADD
1546,CN2023A,MADD
1546,CN2025,MADD
1546,CN2024,MADD
1546,CN2023,MADD
1547,CN244,GERE
1547,CN242,GERE
1547,CN242A,GERE
1547,CN243,GERE
1551,CN2015,MADD
1551,CN2014,MADD
1551,CN2016,MADD
1552,CN248,GERE
1554,CN233A,GERE
1554,CN233B,GERE
1555,CN2031,MADD
1555,CN2030,MADD
1555,CN2032,MADD
1555,CN2031A,MADD
1555,CN2030B,MADD
1556,CN191,GERE
1557,CN2032B,MADD
1557,CN2032A,MADD
1558,CN191A,GERE
1558,CN193,GERE
1558,CN192A,GERE
1558,CN192,GERE
1560,CN178,GERE
1560,CN197,GERE
1561,CN2371,MADD
1561,CN2371A,MADD
1563,CN2350,MADD
1563,CN2351B,MADD
1563,CN2351,MADD
1563,CN2351A,MADD
1564,CN122I,GERE
1564,CN122H,GERE
1564,CN122,GERE
1564,CN122A,GERE
1565,CN2053,MADD
1565,CN2054,MADD
1567,CN2050,MADD
1567,CN2049,MADD
1567,CN2051A,MADD
1568,CN138A,GERE
1569,CN2041B,MADD
1571,CN2047,MADD
1571,CN2044,MADD
1571,CN2046,MADD
1571,CN2045,MADD
1572,CN140,GERE
1573,CN2082,MADD
1573,CN2081,MADD
1573,CN2088,MADD
1574,CN147A,GERE
1574,CN147,GERE
1574,CN143,GERE
1574,CN145,GERE
1574,CN146,GERE
1574,CN144,GERE
1574,CN141,GERE
1574,CN142,GERE
1575,CN2086,MADD
1575,CN2087,MADD
1575,CN2085,MADD
1575,CN2084,MADD
1575,CN2083,MADD
1575,CN2086A,MADD
1577,CN2109,MADD
1577,CN2100A,MADD
1577,CN2110,MADD
1577,CN2100,MADD
1579,CN2099,MADD
1579,CN2111,MADD
1581,CN2104,MADD
1581,CN2107,MADD
1581,CN2107A,MADD
1581,CN2105,MADD
1581,CN2106,MADD
1581,CN2103,MADD
1581,CN2101,MADD
1581,CN2108,MADD
1581,CN2108A,MADD
1581,CN2102,MADD
1583,CN2090,MADD
1583,CN2089,MADD
1583,CN2093,MADD
1583,CN2096,MADD
1583,CN2095,MADD
1583,CN2092,MADD
1583,CN2091,MADD
1583,CN2094,MADD
1584,CN124,GERE
1584,CN126,GERE
1584,CN125,GERE
1585,CN2098,MADD
1585,CN2097,MADD
1585,CN2113,MADD
1585,CN2112,MADD
1587,CN2114,MADD
1589,CN2115,MADD
1589,CN2116,MADD
1591,CN2080,MADD
1591,CN2127,MADD
1591,CN2128,MADD
1594,CN2129,MADD
1594,CN2130,MADD
1594,CN2079A,MADD
1594,CN2131,MADD
1595,CN372A,GERE
1595,CN372,GERE
1595,CN373,GERE
1596,CN2135,MADD
1596,CN2136,MADD
1596,CN2134,MADD
1602,CN2178,MADD
1604,CN2183,MADD
1604,CN2181,MADD
1606,CN2168,MADD
1606,CN2169,MADD
1606,CN2170,MADD
1606,CN2169A,MADD
1608,CN2172,MADD
1608,CN2173,MADD
1608,CN2145,MADD
1608,CN2167,MADD
1609,CN362,GERE
1609,CN361,GERE
1609,CN362A,GERE
1609,CN360,GERE
1612,CN2380,SERV
1612,CN2381,SERV
1612,CN2380A,SERV
1614,CN2343A,MADD
1620,CN2334,MADD
1622,CN2333,MADD
1623,CN288,GERE
1623,CN296,GERE
1623,CN297,GERE
1625,CN303,GERE
1626,CN2337,MADD
1626,CN2336,MADD
1626,CN2338,MADD
1628,CN2332,MADD
1628,CN2331,MADD
1628,CN2329,MADD
1628,CN2330,MADD
1630,CN2328,FOSC
1630,CN2326,FOSC
1630,CN2327,FOSC
1630,CN2325,FOSC
1632,CN2324,FOSC
1632,CN2322,FOSC
1633,CN99C,GERE
1633,CN99D,GERE
1634,CN2209,FOSC
1634,CN2207,FOSC
1634,CN2208,FOSC
