TARGET_FID_12_13,Full_sesti,Codice_1
13162,CS506,ANA
13162,CS505A,ANA
13162,CS505,ANA
13162,CS507,ANA
13163,CS503,ANA
13164,CS2A,PIER
13164,CS2,PIER
13166,CS239,RUGA
13166,CS238,RUGA
13167,CS236,RUGA
13167,CS237,RUGA
13168,CS234,RUGA
13168,CS235,RUGA
13169,CS233,RUGA
13169,CS232,RUGA
13170,CS230,RUGA
13170,CS231,RUGA
13171,CS228,RUGA
13171,CS229,RUGA
13172,CS225,RUGA
13172,CS227,RUGA
13173,CS259,RUGA
13174,CS258,RUGA
13175,CS257,RUGA
13176,CS256,RUGA
13177,CS219A,RUGA
13177,CS209,RUGA
13177,CS219,RUGA
13178,CS218,RUGA
13178,CS210,RUGA
13179,CS212,RUGA
13179,CS217,RUGA
13179,CS211,RUGA
13180,CS213,RUGA
13180,CS216,RUGA
13181,CS215,RUGA
13181,CS214,RUGA
13182,CS199,RUGA
13182,CS200,RUGA
13183,CS198,RUGA
13183,CS197,RUGA
13184,CS195,RUGA
13184,CS196,RUGA
13185,CS184,RUGA
13185,CS185,RUGA
13185,CS183A,RUGA
13186,CS190,RUGA
13186,CS191,RUGA
13187,CS192,RUGA
13187,CS193,RUGA
13189,CS182,RUGA
13189,CS181,RUGA
13189,CS183,RUGA
13189,CS183B,RUGA
13190,CS269A,RUGA
13190,CS269B,RUGA
13190,CS269C,RUGA
13191,CS269E,RUGA
13191,CS269D,RUGA
13191,CS269F,RUGA
13192,CS444,DANI
13192,CS443,DANI
13192,CS448A,DANI
13192,CS442,DANI
13192,CS447,DANI
13192,CS445,DANI
13192,CS446,DANI
13193,CS448,DANI
13194,CS449,DANI
13194,CS449B,DANI
13195,CS470B,DANI
13195,CS474,DANI
13196,CS469,DANI
13196,CS470,DANI
13197,CS458,DANI
13198,CS459,DANI
13199,CS460,DANI
13200,CS461,DANI
13201,CS454,DANI
13203,CS450,DANI
13204,CS1884,ANA
13204,CS1885,ANA
13205,CS1882,ANA
13205,CS1883,ANA
13205,CS1882A,ANA
13206,CS1831,ANA
13206,CS1832,ANA
13206,CS1834,ANA
13207,CS1835,ANA
13207,CS1837,ANA
13208,CS1836,ANA
13209,CS1839,ANA
13209,CS1840,ANA
13210,CS1866A,ANA
13210,CS1862,ANA
13211,CS1860,ANA
13211,CS1861,ANA
13212,CS1858,ANA
13212,CS1859,ANA
13212,CS1857A,ANA
13213,CS1856,ANA
13213,CS1857,ANA
13213,CS1855,ANA
13214,CS1913,ANA
13214,CS1915,ANA
13214,CS1914,ANA
13214,CS1914A,ANA
13215,CS1917A,ANA
13215,CS1917,ANA
13215,CS1910,ANA
13215,CS1916,ANA
13216,CS1918,ANA
13216,CS1908,ANA
13216,CS1909,ANA
13216,CS1919,ANA
13217,CS1920,ANA
13217,CS1907,ANA
13218,CS1922,ANA
13219,CS1922A,ANA
13220,CS1941A,ANA
13220,CS1940,ANA
13220,CS1936,ANA
13221,CS1939,ANA
13221,CS1937,ANA
13222,CS1929A,ANA
13222,CS1931,ANA
13222,CS1930,ANA
13222,CS1929,ANA
13223,CS1956,ANA
13223,CS1954,ANA
13223,CS1957,ANA
13223,CS1955,ANA
13224,CS1797,ANA
13224,CS1796,ANA
13224,CS1798,ANA
13224,CS1962,ANA
13224,CS1960,ANA
13224,CS1928,ANA
13224,CS1799,ANA
13224,CS1797B,ANA
13224,CS1961,ANA
13224,CS1800,ANA
13225,CS1286,ANA
13225,CS1290,ANA
13226,CS1287A,ANA
13226,CS1289,ANA
13226,CS1287,ANA
13227,CS1302,ANA
13227,CS1303,ANA
13228,CS1304,ANA
13228,CS1301,ANA
13228,CS1305,ANA
13229,CS1299,ANA
13229,CS1300,ANA
13230,CS1298,ANA
13231,CS1297,ANA
13232,CS1296,ANA
13233,CS1352A,ANA
13234,CS1351,ANA
13234,CS1352,ANA
13235,CS1410,ANA
13235,CS1373A,ANA
13236,CS1372,ANA
13237,CS1371,ANA
13237,CS1414,ANA
13237,CS1415,ANA
13238,CS1417,ANA
13238,CS1416,ANA
13238,CS1371A,ANA
13239,CS1422,ANA
13239,CS1369,ANA
13239,CS1423,ANA
13240,CS1424,ANA
13240,CS1368,ANA
13240,CS1425,ANA
13241,CS1426,ANA
13241,CS1367,ANA
13242,CS1419,ANA
13242,CS1418,ANA
13242,CS1370,ANA
13242,CS1370A,ANA
13243,CS1430,ANA
13243,CS1429,ANA
13243,CS1366,ANA
13243,CS1430A,ANA
13244,CS1431,ANA
13244,CS1453,ANA
13244,CS1432,ANA
13245,CS1455,ANA
13245,CS1456,ANA
13245,CS1454,ANA
13246,CS1361A,ANA
13246,CS1360,ANA
13246,CS1358,ANA
13246,CS1361,ANA
13246,CS1357,ANA
13247,CS1362,ANA
13247,CS1363,ANA
13247,CS1364,ANA
13248,CS1441A,ANA
13248,CS1440B,ANA
13248,CS1441B,ANA
13248,CS1440,ANA
13249,CS1442,ANA
13249,CS1439,ANA
13250,CS1438,ANA
13250,CS1444,ANA
13250,CS1444A,ANA
13251,CS1437,ANA
13251,CS1446,ANA
13251,CS1445,ANA
13252,CS1436,ANA
13252,CS1436A,ANA
13252,CS1447,ANA
13253,CS1435,ANA
13253,CS1449,ANA
13253,CS1450,ANA
13254,CS1451,ANA
13254,CS1434,ANA
13255,CS1452A,ANA
13255,CS1452,ANA
13255,CS1433,ANA
13256,CS1970,ANA
13256,CS1969,ANA
13256,CS1971,ANA
13257,CS1972,ANA
13257,CS1973,ANA
13258,CS1975,ANA
13258,CS1974,ANA
13259,CS1978,ANA
13259,CS1977,ANA
13259,CS1976,ANA
13260,CS1947A,ANA
13260,CS1950,ANA
13260,CS1951,ANA
13260,CS1949,ANA
13260,CS1948,ANA
13261,CS41G,PIER
13261,CS41B,PIER
13262,CS40A,PIER
13263,CS41,PIER
13263,CS41A,PIER
13264,CS1991,ANA
13264,CS1990,ANA
13265,CS1989,ANA
13265,CS1988,ANA
13266,CS1987,ANA
13266,CS1986,ANA
13267,CS1985,ANA
13267,CS1984,ANA
13268,CS1980,ANA
13268,CS1981,ANA
13269,CS1982,ANA
13269,CS1983,ANA
13270,CS2017,ANA
13270,CS2016,ANA
13271,CS2018,ANA
13271,CS2019,ANA
13272,CS2021,ANA
13272,CS2020,ANA
13273,CS2022,ANA
13273,CS2023,ANA
13274,CS2024,ANA
13274,CS2025,ANA
13275,CS2026,ANA
13275,CS2027,ANA
13276,CS2034,ANA
13277,CS2033A,ANA
13278,CS2040,ANA
13278,CS2041,ANA
13278,CS2042,ANA
13279,CS2039,ANA
13279,CS2038,ANA
13279,CS2037,ANA
13280,CS2006,ANA
13280,CS2007,ANA
13281,CS2009,ANA
13281,CS2008,ANA
13282,CS2011,ANA
13282,CS2010,ANA
13283,CS2012,ANA
13283,CS2013,ANA
13284,CS2015,ANA
13284,CS2014,ANA
13285,CS2000,ANA
13285,CS2001,ANA
13285,CS1790,ANA
13285,CS1791,ANA
13285,CS2002,ANA
13286,CS1788,ANA
13286,CS2003,ANA
13286,CS1789,ANA
13287,CS2073,ANA
13288,CS2075,ANA
13288,CS2074,ANA
13289,CS1563,ANA
13289,CS1562,ANA
13289,CS1561,ANA
13289,CS1564,ANA
13290,CS1542,ANA
13290,CS1543,ANA
13290,CS1541,ANA
13291,CS1526,ANA
13291,CS1526A,ANA
13292,CS1527A,ANA
13292,CS1527,ANA
13292,CS1526B,ANA
13294,CS1588A,ANA
13294,CS1588,ANA
13296,CS1586,ANA
13296,CS1585,ANA
13297,CS1610,ANA
13297,CS1610A,ANA
13297,CS1608,ANA
13297,CS1609,ANA
13298,CS1607,ANA
13298,CS1606,ANA
13298,CS1605,ANA
13299,CS1465,ANA
13300,CS1462,ANA
13300,CS1463,ANA
13300,CS1464,ANA
13301,CS1460,ANA
13301,CS1461,ANA
13302,CS1458,ANA
13302,CS1459,ANA
13303,CS1468A,ANA
13303,CS1468B,ANA
13304,CS1467,ANA
13304,CS1468,ANA
13304,CS1466,ANA
13305,CS1601,ANA
13305,CS1600,ANA
13305,CS1603,ANA
13305,CS1602,ANA
13305,CS1604,ANA
13306,CS1598,ANA
13306,CS1599,ANA
13306,CS1596A,ANA
13306,CS1597,ANA
13306,CS1596,ANA
13306,CS1598A,ANA
13307,CS1616,ANA
13308,CS1615,ANA
13309,CS1617,ANA
13309,CS1617A,ANA
13310,CS1618,ANA
13311,CS1659A,ANA
13311,CS1676,ANA
13311,CS1675,ANA
13312,CS1677,ANA
13313,CS1678,ANA
13313,CS1679,ANA
13314,CS1680,ANA
13315,CS1681,ANA
13315,CS1682,ANA
13315,CS1684,ANA
13315,CS1683,ANA
13316,CS1668,ANA
13317,CS1667,ANA
13317,CS1670,ANA
13318,CS1666,ANA
13318,CS1671,ANA
13318,CS1671A,ANA
13319,CS1703,ANA
13320,CS1704,ANA
13320,CS1705,ANA
13321,CS1724,ANA
13322,CS1731,ANA
13322,CS1730,ANA
13323,CS1715,ANA
13323,CS1713,ANA
13323,CS1714,ANA
13323,CS1716,ANA
13324,CS1712,ANA
13324,CS1711,ANA
13325,CS1751,ANA
13327,CS2101,ANA
13327,CS2100,ANA
13327,CS2102,ANA
13328,CS2099,ANA
13328,CS2097,ANA
13328,CS2098,ANA
13329,CS2092A,ANA
13329,CS2093A,ANA
13329,CS2093,ANA
13332,DD10,SALU
13333,DD11,SALU
13334,DD12,SALU
13334,DD7,SALU
13335,DD5,SALU
13335,DD14,SALU
13336,DD15,SALU
13336,DD4,SALU
13337,DD3,SALU
13338,DD16,SALU
13339,DD2,SALU
13339,DD17,SALU
13340,DD6,SALU
13340,DD13,SALU
13342,DD1A,SALU
13342,DD1,SALU
13343,SM2171,MOIS
13343,SM2170,MOIS
13343,SM2168,MOIS
13343,SM2169,MOIS
13343,SM2174,MOIS
13343,SM2172,MOIS
13343,SM2165,MOIS
13343,SM2164,MOIS
13343,SM2166,MOIS
13343,SM2167,MOIS
13343,SM2175,MOIS
13343,SM2173,MOIS
13345,SM1413D,MARC
13348,SM1324A,MARC
13349,SM1363,MARC
13349,SM1362A,MARC
13351,SM1325,MARC
13352,SM1327,MARC
13352,SM1330,MARC
13352,SM1331,MARC
13352,SM1328,MARC
13352,SM1329,MARC
13352,SM1326,MARC
13353,SM1333,MARC
13353,SM1336B,MARC
13353,SM1362B,MARC
13353,SM1337,MARC
13353,SM1358,MARC
13353,SM1336A,MARC
13353,SM1336,MARC
13353,SM1332,MARC
13353,SM1359,MARC
13353,SM1335,MARC
13353,SM1356,MARC
13353,SM1334,MARC
13353,SM1362,MARC
13355,SM1315,MARC
13355,SM1314,MARC
13356,SM1416C,MARC
13356,SM1416B,MARC
13356,SM1416A,MARC
13357,SM1457,MARC
13357,SM1459,MARC
13357,SM1417,MARC
13357,SM1459A,MARC
13357,SM1460,MARC
13359,SM2133,MOIS
13359,SM2135,MOIS
13359,SM2134,MOIS
13360,SM2120,MOIS
13360,SM2132,MOIS
13361,SM2122A,MOIS
13361,SM2121,MOIS
13361,SM2131,MOIS
13362,SM2129A,MOIS
13362,SM2122B,MOIS
13362,SM2122C,MOIS
13362,SM2130,MOIS
13363,SM2128,MOIS
13363,SM2127,MOIS
13365,SM2283,MOIS
13365,SM2278,MOIS
13367,SM2293,MOIS
13367,SM2293A,MOIS
13368,SM2283B,MOIS
13369,SM2329,MOIS
13369,SM2330,MOIS
13369,SM2343,MOIS
13370,SM2328,MOIS
13374,SM2321,MOIS
13375,SM2319,MOIS
13375,SM2318A,MOIS
13375,SM2318,MOIS
13375,SM2320,MOIS
13376,SM2460,ZOBE
13377,SM2461,ZOBE
13377,SM2462,ZOBE
13378,SM2452,ZOBE
13378,SM2453,ZOBE
13378,SM2454,ZOBE
13379,SM2373,MOIS
13381,DD148,GREG
13382,DD149,GREG
13383,DD141A,GREG
13384,DD141,GREG
13385,DD109,GREG
13385,DD32A,GREG
13387,DD41,GREG
13387,DD42,GREG
13388,DD40,GREG
13388,DD39,GREG
13389,DD70,GREG
13389,DD72,GREG
13389,DD69A,GREG
13389,DD71,GREG
13390,DD249A,GREG
13390,DD241,GREG
13390,DD248A,GREG
13390,DD240,GREG
13390,DD249,GREG
13390,DD241A,GREG
13391,DD247,GREG
13391,DD242,GREG
13391,DD243,GREG
13391,DD248,GREG
13392,DD251,GREG
13393,DD252,GREG
13393,DD253,GREG
13395,DD266,GREG
13395,DD257A,GREG
13396,DD265,GREG
13397,DD264,GREG
13398,DD263,GREG
13399,DD262,GREG
13400,DD261,GREG
13401,DD260,GREG
13402,DD259,GREG
13403,DD258,GREG
13404,DD277,SPIR
13406,DD321,SPIR
13406,DD324,SPIR
13406,DD322,SPIR
13407,DD320,SPIR
13408,DD466,SPIR
13408,DD475,SPIR
13409,DD467,SPIR
13409,DD474,SPIR
13410,DD370,SPIR
13410,DD479,SPIR
13411,DD480,SPIR
13412,DD482,SPIR
13413,DD437,SPIR
13413,DD436,SPIR
13414,DD438,SPIR
13415,DD445,SPIR
13415,DD444,SPIR
13416,DD443,SPIR
13416,DD442,SPIR
13417,DD537,SPIR
13417,DD540,SPIR
13417,DD538,SPIR
13417,DD539,SPIR
13417,DD536,SPIR
13418,DD535,SPIR
13418,DD541,SPIR
13419,DD534,SPIR
13419,DD543,SPIR
13419,DD542,SPIR
13420,DD545,SPIR
13420,DD544,SPIR
13420,DD533,SPIR
13420,DD532,SPIR
13422,DD505,SPIR
13423,DD517,SPIR
13423,DD507,SPIR
13424,DD516,SPIR
13424,DD515,SPIR
13424,DD509A,SPIR
13425,DD514,SPIR
13426,DD513,SPIR
13426,DD510,SPIR
13427,DD512,SPIR
13427,DD511,SPIR
13428,DD523,SPIR
13428,DD522,SPIR
13428,DD521,SPIR
13428,DD501,SPIR
13428,DD368,SPIR
13428,DD368A,SPIR
13429,DD525,SPIR
13429,DD524,SPIR
13429,DD366,SPIR
13430,DD520,SPIR
13430,DD502,SPIR
13431,DD519,SPIR
13432,DD526A,SPIR
13434,DD526B,SPIR
13434,DD526,SPIR
13434,DD526D,SPIR
13434,DD526C,SPIR
13435,DD707,SVIO
13436,DD708,SVIO
13437,DD709,SVIO
13437,DD710,SVIO
13438,DD720B,SVIO
13438,DD720A,SVIO
13438,DD719,SVIO
13438,DD721,SVIO
13438,DD720,SVIO
13439,DD722,SVIO
13439,DD724,SVIO
13439,DD724A,SVIO
13439,DD725,SVIO
13439,DD723,SVIO
13440,DD682,SVIO
13441,DD684,SVIO
13441,DD683,SVIO
13443,DD638,SVIO
13443,DD637,SVIO
13443,DD639,SVIO
13444,DD640,SVIO
13444,DD642,SVIO
13444,DD641,SVIO
13445,DD644,SVIO
13445,DD645,SVIO
13445,DD656,SVIO
13445,DD654A,SVIO
13445,DD643,SVIO
13446,DD648,SVIO
13446,DD654,SVIO
13446,DD647,SVIO
13446,DD646,SVIO
13447,DD651A,SVIO
13447,DD653,SVIO
13447,DD649,SVIO
13447,DD650,SVIO
13450,DD635,SVIO
13453,DD629,SVIO
13453,DD628,SVIO
13453,DD627,SVIO
13454,DD630,SVIO
13454,DD626,SVIO
13455,DD633,SVIO
13456,DD632,SVIO
13456,DD631,SVIO
13457,DD620,SVIO
13458,DD619,SVIO
13459,DD669,SVIO
13459,DD666,SVIO
13459,DD670A,SVIO
13459,DD670,SVIO
13459,DD667,SVIO
13460,DD662,SVIO
13460,DD665,SVIO
13461,DD617,SVIO
13462,DD618,SVIO
13462,DD617A,SVIO
13463,DD610,SVIO
13464,DD609,SVIO
13464,DD609A,SVIO
13466,DD586,SVIO
13467,DD573,SVIO
13467,DD585,SVIO
13468,DD418,SPIR
13468,DD421,SPIR
13468,DD420,SPIR
13468,DD419,SPIR
13469,DD555,SPIR
13470,DD559,SPIR
13470,DD558,SPIR
13470,DD561,SPIR
13470,DD562,SPIR
13470,DD563,SPIR
13470,DD560,SPIR
13471,DD699B,SVIO
13471,DD699,SVIO
13473,DD458,SPIR
13473,DD459,SPIR
13474,DD457,SPIR
13475,DD386,SPIR
13477,DD864,ACCA
13477,DD863,ACCA
13477,DD732,
13478,DD876A,ACCA
13478,DD873,ACCA
13478,DD873A,ACCA
13478,DD873B,ACCA
13478,DD876,ACCA
13478,DD874A,ACCA
13479,DD879D,ACCA
13479,DD879B,ACCA
13479,DD879C,ACCA
13479,DD879A,ACCA
13479,DD879,ACCA
13481,DD890,ACCA
13483,DD889,ACCA
13485,DD840,ACCA
13485,DD837,ACCA
13486,DD740,ACCA
13486,DD741,ACCA
13486,DD742,ACCA
13487,DD743,ACCA
13488,DD837A,ACCA
13490,DD898,ACCA
13492,DD834A,ACCA
13492,DD834B,ACCA
13493,DD763,ACCA
13494,DD820,ACCA
13495,DD826A,ACCA
13495,DD745A,ACCA
13495,DD746,ACCA
13495,DD745,ACCA
13496,DD747A,ACCA
13496,DD748,ACCA
13496,DD747,ACCA
13496,DD748A,ACCA
13497,DD749,ACCA
13497,DD750,ACCA
13498,DD832,ACCA
13498,DD833,ACCA
13499,DD904,ACCA
13499,DD831,ACCA
13499,DD830,ACCA
13499,DD905,ACCA
13500,DD568B,SVIO
13500,DD568A,SVIO
13501,DD1049,ACCA
13501,DD1050,ACCA
13501,DD1050A,ACCA
13502,SM2906,DUCA
13502,SM2906A,DUCA
13502,SM2907,DUCA
13502,SM2905,DUCA
13502,SM2908,DUCA
13503,SM2904,DUCA
13505,SM2894,DUCA
13505,SM2893,DUCA
13505,SM2895,DUCA
13507,SM2889,DUCA
13507,SM2890,DUCA
13508,SM2891,DUCA
13509,SM2892,DUCA
13510,SM2881,DUCA
13514,SM2810,STEF
13514,SM2812,STEF
13514,SM2818,STEF
13514,SM2811,STEF
13515,SM2809,STEF
13516,SM2832,STEF
13516,SM2824A,STEF
13516,SM2833,STEF
13517,SM2831,STEF
13519,SM2748,MAUR
13520,SM2680,MAUR
13520,SM2681,MAUR
13520,SM2682,MAUR
13521,SM2683,MAUR
13522,SM2685,MAUR
13522,SM2684,MAUR
13524,SM2687,MAUR
13524,SM2690,MAUR
13524,SM2689,MAUR
13524,SM2688,MAUR
13525,SM2729,MAUR
13526,SM2723,MAUR
13526,SM2727,MAUR
13526,SM2724,MAUR
13526,SM2723A,MAUR
13526,SM2726,MAUR
13526,SM2725,MAUR
13526,SM2726A,MAUR
13526,SM2728,MAUR
13529,SM2663,MAUR
13529,SM2661,MAUR
13529,SM2662,MAUR
13529,SM2664,MAUR
13530,SM2672,MAUR
13530,SM2671,MAUR
13531,SM2674A,MAUR
13531,SM2674,MAUR
13531,SM2673,MAUR
13532,SM2668A,MAUR
13533,SM2669A,MAUR
13533,SM2669,MAUR
13534,SM2627,MAUR
13534,SM2667,MAUR
13534,SM2631,MAUR
13534,SM2630,MAUR
13534,SM2632,MAUR
13534,SM2667A,MAUR
13534,SM2628,MAUR
13534,SM2629,MAUR
13535,SM2507A,DUOD
13535,SM2507,DUOD
13536,SM2506,DUOD
13538,SM2502,DUOD
13538,SM2503A,DUOD
13538,SM2503,DUOD
13541,SM2501A,DUOD
13541,SM2500,DUOD
13541,SM2501,DUOD
13541,SM2499,DUOD
13542,SM2482,ZOBE
13542,SM2474,ZOBE
13543,SM2483,ZOBE
13543,SM2473,ZOBE
13544,SM2367A,MOIS
13544,SM2360,MOIS
13544,SM2368,MOIS
13545,SM2370,MOIS
13545,SM2358,MOIS
13545,SM2359,MOIS
13545,SM2369,MOIS
13546,DD1013A,ACCA
13546,DD1013,ACCA
13546,DD1012,ACCA
13547,DD1021,ACCA
13547,DD1022,ACCA
13547,DD1023C,ACCA
13547,DD1023B,ACCA
13547,DD1020,ACCA
13547,DD1023,ACCA
13547,DD1023A,ACCA
13548,DD1040,ACCA
13548,DD1041,ACCA
13549,DD1003,ACCA
13549,DD1042,ACCA
13550,DD1004,ACCA
13551,DD1000,ACCA
13551,DD1001,ACCA
13551,DD1002,ACCA
13552,DD999,ACCA
13553,DD1048,ACCA
13553,DD1047,ACCA
13553,DD1046,ACCA
13554,DD1044,ACCA
13554,DD1045,ACCA
13555,DD957,ACCA
13556,DD956,ACCA
13556,DD955,ACCA
13557,DD950,ACCA
13557,DD951,ACCA
13557,DD949,ACCA
13558,DD947,ACCA
13558,DD948,ACCA
13559,DD946,ACCA
13560,DD909A,ACCA
13560,DD909,ACCA
13560,DD909B,ACCA
13561,DD918,ACCA
13561,DD918A,ACCA
13561,DD917A,ACCA
13561,DD917,ACCA
13561,DD919B,ACCA
13561,DD919,ACCA
13561,DD917B,ACCA
13561,DD918B,ACCA
13562,DD920,ACCA
13562,DD921A,ACCA
13562,DD937C,ACCA
13562,DD921,ACCA
13563,DD791,ACCA
13565,DD792,ACCA
13565,DD791A,ACCA
13565,DD793,ACCA
13566,DD800,ACCA
13566,DD799,ACCA
13567,DD801,ACCA
13567,DD802,ACCA
13568,DD1240A,CERC
13569,DD1241,CERC
13570,DD1244,CERC
13571,DD1246,CERC
13573,SM2925,DUCA
13573,SM2926,DUCA
13573,SM2927,DUCA
13574,DD2645,BARN
13576,DD2652,BARN
13576,DD2653,BARN
13576,DD2654,BARN
13576,DD2637,BARN
13577,SM2924,DUCA
13577,SM2923,DUCA
13579,DD2651,BARN
13579,DD2650,BARN
13579,DD2638A,BARN
13580,SM2952,STEF
13580,SM2950,STEF
13580,SM2951,STEF
13580,SM2949,STEF
13582,DD1452,ROMI
13583,SM2954,STEF
13583,SM2953,STEF
13583,SM2955,STEF
13583,SM2956,STEF
13588,SM2971,STEF
13588,SM2970,STEF
13588,SM2970A,STEF
13588,SM2975,STEF
13588,SM2976A,STEF
13588,SM2974,STEF
13588,SM2973,STEF
13588,SM2969,STEF
13588,SM2972,STEF
13588,SM2976,STEF
13591,DD1451B,ROMI
13591,DD1451C,ROMI
13591,DD1326,ROMI
13591,DD1451A,ROMI
13591,DD1322,ROMI
13591,DD1323A,ROMI
13591,DD1323,ROMI
13591,DD1324,ROMI
13591,DD1325,ROMI
13592,SM2986,STEF
13594,DD1451,ROMI
13596,SM3111,STEF
13596,SM3107,STEF
13596,SM3110,STEF
13596,SM3109,STEF
13596,SM3108,STEF
13597,DD1449,ROMI
13597,DD1448,ROMI
13597,DD1450,ROMI
13599,SM3156,STEF
13599,SM3153,STEF
13599,SM3154,STEF
13599,SM3158,STEF
13599,SM3155,STEF
13599,SM3157A,STEF
13599,SM3157,STEF
13599,SM3152,STEF
13600,DD1353B,ROMI
13602,SM3106,STEF
13604,DD1353A,ROMI
13605,SM3105,STEF
13607,DD1365,ROMI
13607,DD1363,ROMI
13608,SM3125A,STEF
13608,SM3126,STEF
13608,SM3125B,STEF
13608,SM3127,STEF
13608,SM3128,STEF
13611,SM3138,STEF
13611,SM3125,STEF
13613,SM2987,STEF
13613,SM2998,STEF
13613,SM2988,STEF
13613,SM2989,STEF
13613,SM2999,STEF
13614,DD1566,CARM
13616,DD1567,CARM
13616,DD1569,CARM
13617,SM2996,STEF
13617,SM2995,STEF
13617,SM2994A,STEF
13617,SM2994,STEF
13617,SM2996A,STEF
13619,SM2993,STEF
13620,DD1573,CARM
13620,DD1571,CARM
13620,DD1572,CARM
13621,SM2992,STEF
13621,SM2990,STEF
13621,SM2997,STEF
13621,SM2991,STEF
13624,SM3114,STEF
13624,SM3115,STEF
13625,SM3124B,STEF
13625,SM3116,STEF
13625,SM3117,STEF
13626,DD1589,CARM
13627,SM3124A,STEF
13629,DD1577,CARM
13629,DD1585,CARM
13630,SM3122,STEF
13630,SM3121,STEF
13632,SM3119,STEF
13632,SM3120,STEF
13633,DD1575,CARM
13633,DD1588,CARM
13633,DD1574,CARM
13635,SM3123,STEF
13635,SM3118,STEF
13636,DD1586,CARM
13636,DD1576,CARM
13636,DD1587,CARM
13638,SM3134,STEF
13638,SM3137,STEF
13638,SM3131,STEF
13638,SM3135,STEF
13638,SM3129,STEF
13638,SM3133,STEF
13638,SM3130,STEF
13638,SM3132,STEF
13641,SM3145A,STEF
13641,SM3143,STEF
13641,SM3145,STEF
13642,DD1541,CARM
13644,SM3142,STEF
13644,SM3146,STEF
13644,SM3141A,STEF
13644,SM3147,STEF
13645,DD1477,CARM
13647,DD1423,CARM
13647,DD1424,CARM
13650,DD1425,CARM
13650,DD1426,CARM
13650,DD1427,CARM
13652,SM3149,STEF
13652,SM3148,STEF
13652,SM3140,STEF
13652,SM3141,STEF
13653,DD1428,CARM
13655,SM3151,STEF
13655,SM3150,STEF
13656,DD1430,CARM
13656,DD1429,CARM
13658,SM3112,STEF
13658,SM3139,STEF
13661,SM3159,STEF
13661,SM3160,STEF
13661,SM3100,STEF
13661,SM3101,STEF
13661,SM3102,STEF
13664,SM3103,STEF
13664,SM3104,STEF
13665,DD1390,CARM
13667,SM3441,STEF
13668,DD1390A,CARM
13671,DD1391,CARM
13673,SM3451,STEF
13673,SM3450,STEF
13674,DD1376A,CARM
13676,SM3442,STEF
13676,SM3443,STEF
13679,SM3443A,STEF
13682,SM3448,STEF
13682,SM3449,STEF
13683,DD1373,CARM
13685,SM3447A,STEF
13685,SM3448A,STEF
13686,DD1374,CARM
13688,SM3444,STEF
13688,SM3444A,STEF
13689,DD1375,CARM
13691,SM3447,STEF
13691,SM3445,STEF
13694,SM3440,STEF
13697,SM3452,STEF
13700,SM3432,STEF
13703,SM3429,STEF
13703,SM3430,STEF
13703,SM3431,STEF
13706,SM3474,STEF
13706,SM3474A,STEF
13706,SM3472,STEF
13706,SM3473,STEF
13709,SM3459,STEF
13709,SM3458,STEF
13709,SM3457,STEF
13709,SM3460,STEF
13711,SM3457A,STEF
13711,SM3456,STEF
13711,SM3455,STEF
13711,SM3437,STEF
13711,SM3455A,STEF
13711,SM3455B,STEF
13714,SM3461,STEF
13714,SM3462,STEF
13720,SM2788,STEF
13720,SM2787,STEF
13723,SM2790,STEF
13723,SM2789,STEF
13723,SM2769,STEF
13723,SM2788A,STEF
13726,SM2784,STEF
13726,SM2785,STEF
13726,SM2786,STEF
13729,SM2791,STEF
13729,SM2770,STEF
13729,SM2792,STEF
13729,SM2793,STEF
13732,SM2781,STEF
13732,SM2780,STEF
13732,SM2783,STEF
13732,SM2782,STEF
13734,SM2778,STEF
13734,SM2776,STEF
13734,SM2777,STEF
13734,SM2779,STEF
13737,SM2794A,STEF
13737,SM2794,STEF
13740,SM2796,STEF
13740,SM2795,STEF
13740,SM2797,STEF
13740,SM2798,STEF
13752,SM2938,DUCA
13753,CS2737F,VIGN
13755,SM2937,DUCA
13756,CS2738A,VIGN
13756,CS2738,VIGN
13758,SM2936,DUCA
13758,SM2935A,DUCA
13759,CS2743,VIGN
13759,CS2742,VIGN
13761,SM2902,DUCA
13762,CS2758,VIGN
13762,CS2759,VIGN
13762,CS2760,VIGN
13764,SM2899,DUCA
13765,CS2750A,VIGN
13765,CS2751D,VIGN
13765,CS2751,VIGN
13765,CS2750,VIGN
13768,CS2747,VIGN
13768,CS2749B,VIGN
13768,CS2749C,VIGN
13768,CS2749A,VIGN
13768,CS2748,VIGN
13768,CS2749,VIGN
13770,SM3198,STEF
13772,SM3199,STEF
13772,SM3200,STEF
13774,CS2781,VIGN
13774,CS2782,VIGN
13774,CS2785A,VIGN
13774,CS2782A,VIGN
13774,CS2780,VIGN
13775,SM2603,MAUR
13781,SM2759,MAUR
13781,SM2758,MAUR
13784,SM2620,MAUR
13784,SM2619,MAUR
13784,SM2616,MAUR
13784,SM2618,MAUR
13784,SM2617,MAUR
13784,SM2614,MAUR
13784,SM2612,MAUR
13786,SM2623B,MAUR
13786,SM2610A,MAUR
13786,SM2622,MAUR
13786,SM2611,MAUR
13786,SM2623,MAUR
13786,SM2621,MAUR
13791,CS2949,BRAG
13791,CS2949A,BRAG
13791,CS2949B,BRAG
13795,SM2592,DUOD
13795,SM2593,DUOD
13795,SM2584,DUOD
13795,SM2595,DUOD
13795,SM2586,DUOD
13795,SM2585,DUOD
