TARGET_FID_12_13,Join_Count,TARGET_FID_1,Full_sesti,Codice_1
178,1,53355,CN1345D,LEON
178,1,53357,CN1345C,LEON
178,1,53353,CN1345,LEON
178,1,53354,CN1345A,LEON
179,1,83427,CN1334,LEON
180,1,53447,CN1334B,LEON
182,1,53448,CN1333C,LEON
183,1,80914,CN1332,LEON
183,1,53344,CN1333,LEON
183,1,76337,CN1333B,LEON
184,1,76342,CN1334D,LEON
185,1,53345,CN1336,LEON
185,1,53346,CN1338,LEON
185,1,53449,CN1335,LEON
185,1,83964,CN1337,LEON
186,1,53351,CN1344,LEON
187,3,76117,CN1394E,LEON
187,3,49776,CN1394C,LEON
187,3,49795,CN1394H,LEON
187,3,49799,CN1394D,LEON
187,3,49803,CN1394A,LEON
187,3,49772,CN1394F,LEON
187,3,49783,CN1346A,LEON
187,3,49779,CN1346,LEON
188,1,49832,CN1355,LEON
188,1,49828,CN1354,LEON
191,1,76121,CN1393B,LEON
191,1,83971,CN1394,LEON
193,1,49724,CN1360A,LEON
193,1,49720,CN1360B,LEON
193,1,49728,CN1360,LEON
194,1,49701,CN1361C,LEON
194,1,49697,CN1361B,LEON
195,1,73817,CN1326,LEON
195,1,74975,CN1328,LEON
195,1,53443,CN1329,LEON
195,1,76517,CN1330,LEON
195,1,83142,CN1331,LEON
195,1,74976,CN1327,LEON
196,1,53483,CN613A,GIOB
197,1,75192,CN611,GIOB
197,1,75183,CN602,GIOB
197,1,75189,CN608,GIOB
197,1,75190,CN609,GIOB
197,1,75180,CN599,GIOB
197,1,75182,CN601,GIOB
197,1,75179,CN598,GIOB
197,1,75193,CN613,GIOB
197,1,75184,CN603,GIOB
197,1,75201,CN589,GIOB
197,1,75205,CN593,GIOB
197,1,75206,CN594,GIOB
197,1,75199,CN587,GIOB
197,1,75204,CN592,GIOB
197,1,75187,CN606,GIOB
197,1,75200,CN588,GIOB
197,1,75188,CN607,GIOB
197,1,75207,CN595,GIOB
197,1,75154,CN581,GIOB
197,1,75151,CN596,GIOB
197,1,75178,CN597,GIOB
197,1,75181,CN600,GIOB
197,1,75202,CN590,GIOB
197,1,74414,CN579A,GIOB
197,1,75203,CN591,GIOB
197,1,75185,CN604,GIOB
197,1,75197,CN585,GIOB
197,1,75194,CN582,GIOB
197,1,75195,CN583,GIOB
197,1,75196,CN584,GIOB
197,1,75186,CN605,GIOB
197,1,75153,CN612,GIOB
197,1,53481,CN575,GIOB
197,1,53482,CN576,GIOB
197,1,75198,CN586,GIOB
197,1,74416,CN580,GIOB
197,1,74409,CN578,GIOB
197,1,74411,CN579,GIOB
197,1,75191,CN610,GIOB
198,1,79064,CN562,GERE
199,1,54999,CN563B,GERE
199,1,55000,CN563A,GERE
200,1,54997,CN563E,GERE
204,1,52542,CN538,GERE
205,1,81017,CN537,GERE
206,1,52543,CN536A,GERE
209,1,52785,CN522,GERE
209,1,52783,CN522B,GERE
209,1,52784,CN522A,GERE
212,1,74526,CN517A,GERE
212,1,52774,CN517B,GERE
212,1,52772,CN517,GERE
213,1,52775,CN518A,GERE
213,1,52776,CN518,GERE
214,1,52769,CN531A,GERE
214,1,52768,CN531,GERE
215,1,52537,CN534A,GERE
215,1,52767,CN532A,GERE
215,1,79075,CN532,GERE
215,1,52530,CN534,GERE
215,1,52536,CN533,GERE
216,1,52533,CN536,GERE
216,1,52532,CN535,GERE
216,1,52531,CN535A,GERE
221,1,52535,CN547,GERE
221,1,76356,CN545,GERE
221,1,52534,CN546,GERE
222,1,52514,CN548,GERE
222,1,52510,CN550A,GERE
222,1,52513,CN548B,GERE
222,1,52511,CN550,GERE
222,1,52512,CN549,GERE
222,1,80278,CN548A,GERE
223,1,81004,CN552,GERE
223,1,52509,CN551,GERE
224,2,52539,CN514,GERE
224,2,52766,CN516,GERE
224,2,52765,CN515,GERE
225,1,52529,CN511,GERE
225,1,77465,CN512,GERE
225,1,52528,CN510,GERE
226,1,52526,CN505,GERE
226,1,52525,CN503,GERE
226,1,52527,CN506,GERE
227,1,52787,CN509,GERE
227,1,52788,CN508,GERE
229,2,52540,CN499,GERE
229,2,52762,CN498,GERE
229,2,78144,CN520,GERE
229,2,52786,CN500,GERE
229,2,52541,CN521,GERE
231,1,52757,CN485A,GERE
232,1,81021,CN491,GERE
232,1,52751,CN490,GERE
233,1,76360,CN477A,GERE
234,2,52520,CN470,GERE
234,2,74418,CN477,GERE
235,1,74371,CN467,GERE
235,1,52518,CN468,GERE
236,2,76348,CN466,GERE
236,2,76343,CN464,GERE
236,2,52517,CN465,GERE
238,1,54970,CN458B,GERE
238,1,54968,CN459A,GERE
238,1,54969,CN459,GERE
238,1,54967,CN460,GERE
239,1,54972,CN458,GERE
239,1,54971,CN458A,GERE
239,1,54973,CN457,GERE
242,1,65794,CN453,GERE
243,1,74367,CN451,GERE
243,1,74369,CN450,GERE
243,1,54977,CN449,GERE
245,1,54981,CN443,GERE
245,1,54983,CN441,GERE
245,1,54982,CN442,GERE
245,1,54984,CN441A,GERE
246,1,65796,CN441B,GERE
246,1,71409,CN441C,GERE
247,1,51481,CN413A,GERE
247,1,51478,CN412,GERE
247,1,80269,CN413,GERE
248,1,51472,CN410,GERE
248,1,51475,CN411,GERE
249,1,51492,CN416,GERE
250,1,51495,CN417,GERE
251,1,51466,CN407,GERE
251,1,51469,CN408,GERE
251,1,80268,CN409,GERE
251,1,51463,CN352,GERE
253,1,51456,CN350,GERE
253,1,51451,CN348,GERE
253,1,51453,CN349,GERE
254,1,51460,CN351,GERE
256,1,51448,CN346,GERE
257,1,52545,CN539B,GERE
257,1,52546,CN539A,GERE
258,1,76352,CN539,GERE
259,1,79072,CN544,GERE
262,1,65793,CN523A,GERE
262,1,52780,CN525,GERE
262,1,52781,CN524,GERE
263,1,52764,CN501,GERE
264,1,52763,CN502,GERE
265,1,52754,CN487,GERE
265,1,52756,CN485B,GERE
265,1,52755,CN486,GERE
266,1,52758,CN485,GERE
267,2,76575,CN478,GERE
268,2,76364,CN478A,GERE
269,1,65795,CN448,GERE
269,1,54980,CN444,GERE
269,1,54979,CN445,GERE
269,1,54978,CN447,GERE
271,1,51489,CN415,GERE
271,1,51486,CN414,GERE
274,1,51212,CN949,LEON
278,1,51341,CN986C,LEON
281,2,51353,CN992,LEON
281,2,51352,CN989,LEON
281,2,80856,CN990,LEON
281,2,80860,CN991,LEON
282,1,51356,CN993,LEON
285,1,51458,CN1031,LEON
285,1,51449,CN1029,LEON
285,1,51454,CN1030,LEON
287,1,51473,CN1036A,LEON
287,1,51476,CN1037,LEON
287,1,51470,CN1035,LEON
289,1,51521,CN1046B,LEON
289,1,51526,CN1046A,LEON
291,1,49497,CN2927A,CHIO
291,1,49493,CN2927,CHIO
294,1,53244,CN1104C,
298,1,52450,CN2833,ORME
298,1,78292,CN2833A,ORME
298,1,52446,CN2834,ORME
298,1,52447,CN2832A,ORME
304,1,51681,CN1080,LEON
304,1,51684,CN1081,LEON
304,1,51678,CN1080A,LEON
305,2,51655,CN1091,LEON
308,1,53306,CN1249,LEON
309,1,53307,CN1250,LEON
309,1,53308,CN1251,LEON
310,1,53304,CN1248,LEON
310,1,53300,CN1244,LEON
310,1,53303,CN1246,LEON
310,1,53305,CN1248A,LEON
310,1,53302,CN1247,LEON
310,1,53301,CN1245,LEON
311,1,76266,CN1253,LEON
311,1,76262,CN1252,LEON
312,1,53310,CN1255,LEON
312,1,53309,CN1254,LEON
313,1,53298,CN1241,LEON
313,1,81880,CN1242,LEON
313,1,53297,CN1240,LEON
313,1,53299,CN1243,LEON
314,1,53296,CN1237,LEON
314,1,76254,CN1236A,LEON
314,1,76258,CN1239,LEON
315,1,53295,CN1236,LEON
315,1,76247,CN1233,LEON
315,1,53294,CN1234,LEON
315,1,73811,CN1235,LEON
319,1,53323,CN1277,LEON
319,1,53324,CN1275,LEON
319,1,73812,CN1263,LEON
319,1,76293,CN1278,LEON
319,1,66027,CN1264,LEON
319,1,76278,CN1274,LEON
319,1,76298,CN1276,LEON
320,1,53328,CN1269,LEON
320,1,53329,CN1291,LEON
320,1,76285,CN1289,LEON
320,1,76289,CN1288,LEON
320,1,74949,CN1290,LEON
320,1,76281,CN1271,LEON
320,1,53327,CN1269A,LEON
321,1,53326,CN1268,LEON
321,1,76270,CN1259,LEON
321,1,53314,CN1265,LEON
321,1,53325,CN1257,LEON
321,1,53315,CN1266,LEON
321,1,76274,CN1258,LEON
322,1,53330,CN1292,LEON
322,1,76302,CN1293,LEON
322,1,53332,CN1295,LEON
322,1,53331,CN1294,LEON
323,1,53446,CN1322B,LEON
324,1,76243,CN1229,LEON
324,1,53292,CN1231A,LEON
324,1,53293,CN1232,LEON
324,1,53291,CN1231,LEON
324,1,76239,CN1230,LEON
333,1,83425,CN1344C,LEON
333,1,83965,CN1344B,LEON
333,1,53352,CN1344A,LEON
334,1,53348,CN1340,LEON
335,1,53349,CN1341,LEON
336,1,66029,CN1318,LEON
337,1,53343,CN1315,LEON
339,1,76321,CN1313,LEON
339,1,76317,CN1312,LEON
339,1,53441,CN1314,LEON
340,1,76306,CN1310A,LEON
340,1,53436,CN1310B,LEON
340,1,53437,CN1310E,LEON
340,1,53334,CN1297,LEON
340,1,76313,CN1310F,LEON
340,1,53333,CN1296,LEON
341,1,53338,CN1301,LEON
341,1,66028,CN1303,LEON
341,1,81884,CN1299A,LEON
341,1,53335,CN1298,LEON
341,1,53336,CN1299,LEON
341,1,53341,CN1305,LEON
341,1,53340,CN1304,LEON
341,1,53337,CN1300,LEON
341,1,53339,CN1302,LEON
343,1,76129,CN1350,LEON
344,1,49820,CN1353A,LEON
344,1,49824,CN1353C,LEON
344,1,49816,CN1352,LEON
344,1,49812,CN1351,LEON
346,1,49791,CN1348,LEON
346,1,49787,CN1347,LEON
348,1,71416,CN1322,LEON
349,1,51545,CN1052,LEON
351,1,52538,CN513,GERE
354,1,51246,CN960,LEON
359,1,54990,CN389,GERE
361,1,54991,CN388,GERE
363,2,54987,CN440D,GERE
363,2,54986,CN440E,GERE
363,2,54989,CN393,GERE
363,2,54988,CN440A,GERE
364,1,75017,CN353,GERE
366,1,51143,CN366B,GERE
366,1,51142,CN366A,GERE
366,1,51137,CN363,GERE
370,1,51169,CN158A,GERE
370,1,51167,CN158,GERE
371,1,51164,CN157,GERE
371,1,51162,CN155B,GERE
372,1,51160,CN152,GERE
372,1,75571,CN154,GERE
372,1,51158,CN151,GERE
372,1,51156,CN148,GERE
373,1,51171,CN159,GERE
373,1,51173,CN160,GERE
373,1,51204,CN160A,GERE
376,1,51207,CN168,GERE
380,1,51250,CN215,GERE
380,1,77582,CN214,GERE
381,1,72923,CN203,GERE
382,1,76734,CN202,GERE
382,1,51228,CN188,GERE
382,1,51220,CN187,GERE
383,1,73092,CN217A,GERE
383,1,73093,CN218,GERE
383,1,73096,CN220,GERE
383,1,73095,CN219,GERE
383,1,73094,CN219A,GERE
383,1,73091,CN217,GERE
384,1,73098,CN222,GERE
384,1,73097,CN221A,GERE
384,1,51258,CN224,GERE
384,1,51255,CN223,GERE
384,1,51253,CN221,GERE
384,1,77583,CN220A,GERE
385,1,51266,CN226,GERE
385,1,51263,CN225A,GERE
385,1,51269,CN227,GERE
387,1,51294,CN259,GERE
387,1,51290,CN258A,GERE
388,1,51272,CN228,GERE
388,1,81830,CN229,GERE
389,1,74933,CN231,GERE
389,1,51275,CN230,GERE
389,1,51278,CN230A,GERE
390,1,51287,CN258,GERE
390,1,51281,CN232,GERE
390,1,51284,CN257,GERE
391,1,78298,CN298,GERE
391,1,78300,CN300,GERE
391,1,51367,CN299,GERE
392,1,51360,CN295,GERE
392,1,78295,CN294,GERE
393,1,51357,CN293,GERE
393,1,51342,CN289,GERE
394,1,51354,CN292,GERE
394,1,51345,CN290,GERE
394,1,51348,CN290A,GERE
394,1,51351,CN291,GERE
395,1,51336,CN287,GERE
395,1,76587,CN286,GERE
396,1,80971,CN264,GERE
397,1,51311,CN279,GERE
397,1,51317,CN281,GERE
397,1,51314,CN280,GERE
398,1,51326,CN283,GERE
398,1,51333,CN285,GERE
398,1,51330,CN283A,GERE
398,1,51323,CN282,GERE
398,1,80116,CN282A,GERE
398,1,51320,CN282B,GERE
398,1,80117,CN284,GERE
399,1,51373,CN304,GERE
400,1,51392,CN312,GERE
400,1,51397,CN313,GERE
401,1,51400,CN314,GERE
401,1,51421,CN336,GERE
401,1,51417,CN321,GERE
401,1,51407,CN317,GERE
401,1,80120,CN316,GERE
401,1,51424,CN337,GERE
401,1,51403,CN315,GERE
401,1,51410,CN318,GERE
401,1,51413,CN320,GERE
401,1,51433,CN339,GERE
401,1,51430,CN338,GERE
401,1,80121,CN319,GERE
402,2,82886,CN326B,GERE
402,2,51598,CN326,GERE
402,2,80975,CN326C,GERE
402,2,51595,CN326A,GERE
402,2,79070,CN327A,GERE
402,2,65835,CN327,GERE
403,1,51583,CN331,GERE
403,1,51586,CN330,GERE
404,2,51577,CN333,GERE
404,2,51573,CN334,GERE
404,2,51619,CN275,GERE
408,1,48836,CN1509A,LEON
408,1,48843,CN1510,LEON
408,1,48847,CN1511,LEON
408,1,48839,CN1509,LEON
409,1,48855,CN1513,LEON
409,1,48851,CN1512,LEON
410,1,48864,CN1517,LEON
410,1,48859,CN1515,LEON
410,1,83138,CN1514,LEON
410,1,48868,CN1518,LEON
410,1,48860,CN1516,LEON
411,1,48927,CN1533,LEON
412,1,74914,CN1532,LEON
412,1,48923,CN1531,LEON
413,1,48911,CN1526,LEON
413,1,48907,CN1525,LEON
414,1,48895,CN1523A,LEON
414,1,48899,CN1523C,LEON
414,1,48903,CN1524,LEON
414,1,48891,CN1523,LEON
414,1,48888,CN1522,LEON
414,1,48880,CN1521,LEON
415,2,48951,CN1537,LEON
415,2,74916,CN1539,LEON
415,2,48954,CN1538,LEON
416,2,48943,CN1536,LEON
416,2,48947,CN1536A,LEON
417,2,48931,CN1534,LEON
417,2,48939,CN1535A,LEON
417,2,48935,CN1535,LEON
418,1,77368,CN1546,LEON
419,1,72832,CN1548,LEON
421,1,77372,CN1552A,LEON
421,1,48982,CN1551,LEON
422,1,49005,CN1557A,LEON
422,1,74920,CN1565,LEON
422,1,74918,CN1557,LEON
423,2,49009,CN1558,LEON
423,2,49038,CN1563A,LEON
423,2,49034,CN1564,LEON
423,2,49042,CN1563,LEON
423,2,73781,CN1558A,LEON
425,1,77378,CN1566D,LEON
425,1,49026,CN1566C,LEON
426,1,49030,CN1566E,LEON
427,1,49076,CN1575,LEON
427,1,49081,CN1574,LEON
428,1,77401,CN1573A,LEON
428,1,49089,CN1573,LEON
428,1,49085,CN1573B,LEON
429,1,75365,CN1584,LEON
430,1,49093,CN1585,LEON
431,1,49097,CN1586,LEON
431,1,49101,CN1586A,LEON
432,1,49105,CN1589,LEON
432,1,77408,CN1588,LEON
432,1,49109,CN1590,LEON
432,1,77405,CN1587,LEON
433,1,49123,CN1594,LEON
433,1,49127,CN1595,LEON
433,1,49119,CN1593,LEON
433,1,49115,CN1592,LEON
433,1,49111,CN1591,LEON
433,1,71423,CN1591A,LEON
434,1,49135,CN1597,LEON
434,1,49131,CN1596,LEON
435,1,49156,CN1603A,LEON
436,1,49164,CN1606,LEON
436,1,77416,CN1605,LEON
436,1,49160,CN1604,LEON
437,1,49176,CN1608,LEON
437,1,49168,CN1607,LEON
439,1,49191,CN1626,LEON
439,1,82802,CN1626A,LEON
440,1,49052,CN1582,LEON
440,1,49056,CN1581,LEON
441,1,77393,CN1580A,LEON
441,1,77397,CN1580,LEON
441,1,49060,CN1580B,LEON
441,1,49064,CN1579,LEON
442,1,49203,CN1631A,LEON
442,1,49072,CN1577,LEON
443,1,49068,CN1578,LEON
443,1,83976,CN1630,LEON
443,1,74922,CN1629,LEON
444,1,77420,CN1628,LEON
444,1,49199,CN1627,LEON
445,1,49195,CN1626B,LEON
445,1,83975,CN1626C,LEON
448,1,36871,SC1307,ZAND
453,1,72978,SC1321,ZAND
453,1,36895,SC1320,ZAND
454,1,36889,SC1324,ZAND
454,1,72977,SC1323,ZAND
455,2,51624,CN252A,GERE
455,2,77917,CN253C,GERE
455,2,51627,CN252,GERE
456,2,77585,CN246,GERE
457,2,77584,CN248A,GERE
457,2,51644,CN249A,GERE
457,2,51673,CN249,GERE
457,2,51641,CN250,GERE
458,1,51700,CN234,GERE
458,1,51697,CN240,GERE
458,1,51694,CN241,GERE
462,1,51637,CN250A,GERE
467,2,51217,CN185,GERE
467,2,76730,CN182,GERE
467,2,51214,CN184,GERE
467,2,51210,CN183,GERE
468,1,51202,CN181,GERE
469,2,73806,CN179,GERE
469,2,73100,CN196,GERE
469,2,51199,CN180,GERE
470,1,51185,CN166,GERE
470,1,81888,CN167A,GERE
470,1,81826,CN167,GERE
470,1,51189,CN170,GERE
470,1,51191,CN172,GERE
470,1,51187,CN170A,GERE
470,1,73805,CN171,GERE
471,1,81818,CN165,GERE
471,1,81822,CN165A,GERE
472,1,50593,CN134A,GERE
472,1,50569,CN135,GERE
474,1,51183,CN138,GERE
476,1,51178,CN149,GERE
476,1,51176,CN150,GERE
476,1,51174,CN150A,GERE
481,1,50478,CN116,GERE
481,1,50480,CN116C,GERE
483,1,81781,CN118,GERE
483,1,50003,CN117,GERE
483,1,50013,CN119A,GERE
483,1,50006,CN119,GERE
485,1,50017,CN120,GERE
485,1,50520,CN123,GERE
485,1,50523,CN121,GERE
485,1,50531,CN123A,GERE
487,1,74932,CN128,GERE
487,1,50553,CN127,GERE
488,1,50573,CN129,GERE
488,1,50577,CN130,GERE
489,2,50585,CN132,GERE
489,2,50589,CN133,GERE
489,2,50581,CN131,GERE
489,2,50605,CN370,GERE
489,2,78555,CN368,GERE
489,2,50597,CN368A,GERE
489,2,50601,CN369,GERE
498,1,36827,SC1303C,ZAND
498,1,36829,SC1303,ZAND
498,1,36831,SC1302B,ZAND
499,1,36837,SC1301,ZAND
499,1,36839,SC1300,ZAND
499,1,36835,SC1302A,ZAND
506,1,48996,CN1555,LEON
506,1,49000,CN1556,LEON
507,1,77381,CN1560A,LEON
510,1,49139,CN1599,LEON
510,1,73782,CN1598,LEON
515,1,49936,CN2975,LEON
517,3,49631,CN1974,LEON
517,3,49639,CN1975,LEON
517,3,49635,CN1975A,LEON
517,3,49643,CN1975B,LEON
517,3,75616,CN1973,LEON
517,3,75619,CN1972,LEON
518,2,78843,CN387A,GERE
519,1,49940,CN2976,LEON
519,1,50107,CN2976C,LEON
519,1,49951,CN2976B,LEON
519,1,49944,CN2976A,LEON
520,1,49612,CN1824,LEON
520,1,49616,CN1825,LEON
521,1,51092,CN888,LEON
521,1,51095,CN888B,LEON
521,1,51089,CN888A,LEON
523,1,49623,CN1822,LEON
523,1,49620,CN1823,LEON
524,2,51098,CN890,LEON
524,2,80840,CN889,LEON
529,1,49596,CN1834,LEON
529,1,49600,CN1833,LEON
529,1,81759,CN1830,LEON
529,1,83978,CN1828,LEON
529,1,49608,CN1831,LEON
529,1,49604,CN1832,LEON
529,1,81755,CN1835,LEON
530,1,51100,CN891,LEON
531,1,50568,CN916D,LEON
531,1,50563,CN916G,LEON
531,1,50565,CN916F,LEON
531,1,50580,CN916A,LEON
531,1,50551,CN916L,LEON
531,1,50555,CN916I,LEON
531,1,50572,CN916C,LEON
531,1,50576,CN916B,LEON
531,1,80899,CN916E,LEON
531,1,50559,CN916H,LEON
532,1,51104,CN894,LEON
533,1,82881,CN900A,LEON
533,1,65762,CN901,LEON
534,1,80852,CN899,LEON
535,1,51110,CN896,LEON
536,1,51128,CN908,LEON
536,1,51113,CN897,LEON
536,1,51125,CN906,LEON
536,1,75133,CN907,LEON
536,1,80848,CN898,LEON
537,1,51116,CN902,LEON
538,1,50588,CN915H,LEON
538,1,50584,CN915I,LEON
538,1,50596,CN915F,LEON
538,1,50603,CN915D,LEON
538,1,50599,CN915E,LEON
538,1,50606,CN915C,LEON
538,1,50592,CN915G,LEON
539,1,71414,CN905A,LEON
539,1,51121,CN905,LEON
539,1,65763,CN904,LEON
539,1,51118,CN904A,LEON
541,1,80903,CN912,LEON
541,1,51136,CN912A,LEON
541,1,51139,CN912B,LEON
542,1,84022,CN915,LEON
542,1,50609,CN914,LEON
544,1,51132,CN910,LEON
544,1,51134,CN911,LEON
545,1,74111,CN921,LEON
545,1,51165,CN923,LEON
547,1,51166,CN924,LEON
548,1,51168,CN925,LEON
550,1,54544,CN679,MACE
551,1,54541,CN680,MACE
552,1,54496,CN718,MACE
553,2,54492,CN717,MACE
553,2,83533,CN716,MACE
557,1,83552,CN2974C,LEON
558,1,51144,CN917C,LEON
559,1,51147,CN917,LEON
560,1,51141,CN920A,LEON
561,1,83527,CN688,MACE
562,1,81961,CN684,MACE
562,1,54531,CN683A,MACE
562,1,54534,CN683,MACE
562,1,54528,CN685,MACE
562,1,54525,CN689,MACE
564,1,54521,CN690,MACE
564,1,54518,CN691,MACE
564,1,54515,CN701,MACE
565,1,65782,CN697,MACE
565,1,65785,CN693,MACE
565,1,65786,CN692,MACE
565,1,65734,CN704,MACE
565,1,65784,CN694,MACE
565,1,65783,CN696,MACE
565,1,65735,CN703,MACE
565,1,76316,CN702,MACE
566,1,51131,CN909,LEON
567,1,78262,CN2974D,LEON
569,1,51107,CN895,LEON
584,1,54462,CN3009H,GIRO
589,2,54465,CN3009I,GIRO
603,1,74537,CN3008A,GIRO
606,1,51309,CN2980A,LEON
606,1,51299,CN2980C,LEON
606,1,51303,CN2980D,LEON
606,1,65761,CN2980,LEON
606,1,51306,CN2980B,LEON
607,1,54401,CN3009G,GIRO
607,1,54398,CN3009C,GIRO
611,2,54331,CN3009D,GIRO
612,1,54327,CN3009E,GIRO
613,1,54377,CN3015E,GIRO
614,1,54365,CN3018A,GIRO
614,1,54361,CN3018D,GIRO
614,1,54370,CN3018C,GIRO
614,1,54368,CN3018B,GIRO
616,1,54404,CN3011,GIRO
617,1,54354,CN3013,GIRO
617,1,54357,CN3012,GIRO
617,1,78387,CN3014B,GIRO
618,1,54339,CN3017,GIRO
618,1,78384,CN3018,GIRO
619,2,54324,CN3021,GIRO
619,2,54336,CN3022B,GIRO
621,1,54318,CN3022A,GIRO
621,1,54321,CN3022,GIRO
624,1,54315,CN3023,GIRO
624,1,54312,CN3024,GIRO
624,1,78380,CN3023A,GIRO
624,1,54308,CN3024A,GIRO
625,1,54247,CN3025B,GIRO
625,1,54301,CN3025,GIRO
625,1,54304,CN3025A,GIRO
626,1,51727,CN2971I,CHIO
626,1,51706,CN2971F,CHIO
626,1,51709,CN2971G,CHIO
626,1,65732,CN2971H,CHIO
627,1,51724,CN2971O,CHIO
628,1,51720,CN2971Q,CHIO
628,1,53971,CN2971P,CHIO
628,1,51713,CN2971R,CHIO
629,1,51741,CN2949C,CHIO
629,1,51744,CN2949B,CHIO
630,1,51768,CN2971D,CHIO
630,1,51766,CN2971S,CHIO
630,1,51763,CN2971E,CHIO
631,1,51774,CN2971B,CHIO
631,1,51771,CN2971C,CHIO
632,1,83537,CN2951C,CHIO
632,1,51777,CN2951,CHIO
632,1,80967,CN2951D,CHIO
633,1,51800,CN2971A,CHIO
633,1,51802,CN2971,CHIO
634,1,51805,CN2951E,CHIO
635,1,51807,CN2970C,CHIO
636,1,51791,CN2954E,CHIO
637,1,51794,CN2954D,CHIO
638,1,51785,CN2951A,CHIO
639,1,51797,CN2952A,CHIO
640,3,51730,CN2971L,CHIO
641,3,51733,CN2971M,CHIO
642,1,51736,CN2971N,CHIO
643,1,51739,CN2949D,CHIO
645,1,51747,CN2949A,CHIO
646,1,51749,CN2949,CHIO
647,1,51761,CN2950C,CHIO
648,1,51758,CN2950B,CHIO
648,1,78265,CN2950A,CHIO
648,1,78408,CN2950,CHIO
649,1,51782,CN2950D,CHIO
649,1,51779,CN2950E,CHIO
650,1,51810,CN2970A,CHIO
651,1,51817,CN2970,CHIO
652,1,51814,CN2970B,CHIO
653,1,51874,CN2969,CHIO
654,1,51877,CN2968,CHIO
655,2,51821,CN2954C,CHIO
656,2,51825,CN2954B,CHIO
656,2,51828,CN2954A,CHIO
657,1,51855,CN2957,CHIO
657,1,51852,CN2956,CHIO
658,1,51860,CN2959,CHIO
658,1,51857,CN2958,CHIO
658,1,83539,CN2955,CHIO
659,1,51866,CN2962,CHIO
660,1,51869,CN2963,CHIO
660,1,75773,CN2964,CHIO
661,1,51872,CN2964A,CHIO
662,1,51880,CN2967,CHIO
663,1,51883,CN2940,CHIO
664,1,51895,CN2936,CHIO
664,1,51901,CN2934A,CHIO
664,1,51904,CN2934,CHIO
664,1,51892,CN2937,CHIO
664,1,51898,CN2935,CHIO
665,1,51886,CN2939,CHIO
665,1,51889,CN2938,CHIO
666,1,78272,CN2933A,CHIO
668,1,54229,CN3027,GIRO
668,1,54250,CN3027A,GIRO
668,1,54226,CN3027B,GIRO
669,1,54156,CN3067,GIRO
669,1,54153,CN3068,GIRO
670,1,71442,CN3066A,GIRO
671,2,54253,CN3047,GIRO
672,1,75579,CN3044,GIRO
672,1,83204,CN3045B,GIRO
672,1,54184,CN3045,GIRO
672,1,54187,CN3045A,GIRO
672,1,54298,CN3043,GIRO
674,2,78551,CN3065,GIRO
674,2,54159,CN3066,GIRO
675,1,54204,CN3050A,GIRO
675,1,54202,CN3050,GIRO
677,1,54193,CN3052,GIRO
677,1,54190,CN3053,GIRO
678,1,54143,CN3069,GIRO
678,1,54106,CN3068A,GIRO
678,1,54109,CN3086A,GIRO
679,1,83210,CN3086,GIRO
679,1,54147,CN3070,GIRO
679,1,54150,CN3071,GIRO
679,1,83212,CN3086B,GIRO
680,1,71444,CN3077,GIRO
680,1,78364,CN3084,GIRO
680,1,54125,CN3076,GIRO
680,1,54128,CN3078,GIRO
680,1,78367,CN3084A,GIRO
680,1,54122,CN3074,GIRO
680,1,83208,CN3075,GIRO
680,1,54112,CN3085,GIRO
680,1,54119,CN3073,GIRO
680,1,78554,CN3073A,GIRO
680,1,73427,CN3072,GIRO
681,1,54131,CN3079B,GIRO
681,1,54137,CN3079A,GIRO
681,1,54134,CN3079,GIRO
682,1,73428,CN3080,GIRO
682,1,75573,CN3083A,GIRO
683,1,83565,CN3082,GIRO
683,1,54116,CN3083,GIRO
683,1,54140,CN3081,GIRO
684,1,54103,CN3087C,GIRO
686,1,53992,CN3136,GIRO
686,1,75055,CN3137,GIRO
687,1,75564,CN3088,GIRO
687,1,75567,CN3088A,GIRO
687,1,75570,CN3087A,GIRO
689,1,54074,CN3097A,GIRO
689,1,54081,CN3096,GIRO
689,1,54077,CN3097,GIRO
690,1,54068,CN3099,GIRO
690,1,54071,CN3098,GIRO
691,1,54062,CN3100,GIRO
691,1,54065,CN3100A,GIRO
691,1,54059,CN3101A,GIRO
691,1,78358,CN3101,GIRO
694,1,54016,CN3102,GIRO
694,1,78352,CN3102D,GIRO
694,1,54013,CN3102A,GIRO
694,1,54010,CN3102C,GIRO
696,1,53988,CN3136A,GIRO
696,1,53985,CN3135A,GIRO
697,1,65788,CN3107A,GIRO
697,1,54053,CN3106,GIRO
697,1,54047,CN3107,GIRO
698,1,54041,CN3105,GIRO
698,1,73426,CN3105B,GIRO
698,1,54050,CN3104A,GIRO
699,1,78355,CN3104,GIRO
699,1,54030,CN2926,GIRO
699,1,73117,CN2924,GIRO
699,1,54027,CN2925,GIRO
699,1,54033,CN3103,GIRO
700,1,54024,CN2923,GIRO
700,1,54019,CN2922,GIRO
700,1,54036,CN3108,GIRO
700,1,54039,CN3109,GIRO
701,1,71470,CN2847A,ORME
703,2,54233,CN3143O,SENS
703,2,54230,CN3143S,SENS
705,2,83893,CN3143M,SENS
705,2,54236,CN3143N,SENS
706,1,71478,CN3139,SENS
706,1,83037,CN3138A,SENS
707,1,54243,CN3141,SENS
707,1,83039,CN3139A,SENS
707,1,54246,CN3140,SENS
