TARGET_FID_12_13,Join_Count,TARGET_FID_1,Full_sesti,Codice_1
10146,1,51544,CN431,GERE
10147,2,51552,CN433,GERE
10147,2,51555,CN434,GERE
10147,2,51558,CN435,GERE
10147,2,51561,CN436,GERE
10147,2,51547,CN432,GERE
10148,2,51564,CN437,GERE
10148,2,51567,CN438,GERE
10149,2,51570,CN439,GERE
10150,1,52524,CN495,GERE
10150,1,52523,CN494,GERE
10153,1,52760,CN496,GERE
10154,1,52761,CN497,GERE
10155,1,52753,CN488,GERE
10155,1,52752,CN489,GERE
10157,1,71410,CN491A,GERE
10157,1,52521,CN492,GERE
10157,1,52522,CN493,GERE
10159,1,52770,CN529C,GERE
10159,1,52771,CN529B,GERE
10160,1,52773,CN529A,GERE
10161,1,52777,CN529,GERE
10161,1,52778,CN528,GERE
10162,1,52779,CN526,GERE
10162,1,74373,CN527,GERE
10163,1,79066,CN560,GERE
10163,1,75149,CN554,GERE
10163,1,79069,CN558A,GERE
10163,1,81216,CN555,GERE
10163,1,52507,CN553,GERE
10163,1,52504,CN558,GERE
10163,1,81001,CN556,GERE
10164,1,52501,CN561,GERE
10165,1,51995,CN2791B,ORME
10165,1,51998,CN2790,ORME
10166,1,51989,CN2792,ORME
10166,1,51992,CN2791A,ORME
10167,1,52052,CN2769,ORME
10167,1,52010,CN2785A,ORME
10167,1,52055,CN2768,ORME
10167,1,77826,CN2786,ORME
10167,1,52007,CN2785,ORME
10168,1,77834,CN2771,ORME
10168,1,52016,CN2784B,ORME
10168,1,52013,CN2784,ORME
10168,1,72834,CN2770,ORME
10169,1,77833,CN2773B,ORME
10169,1,52049,CN2772A,ORME
10169,1,52019,CN2783,ORME
10169,1,52046,CN2772,ORME
10169,1,52043,CN2773,ORME
10169,1,77832,CN2784A,ORME
10170,2,52022,CN2782,ORME
10170,2,52028,CN2779,ORME
10170,2,52037,CN2774,ORME
10170,2,52034,CN2775,ORME
10170,2,52040,CN2773A,ORME
10170,2,52025,CN2780,ORME
10170,2,52031,CN2778,ORME
10171,1,77827,CN2725,ORME
10171,1,49680,CN2764,ORME
10171,1,49672,CN2765,ORME
10172,1,52061,CN2762,ORME
10172,1,52058,CN2763,ORME
10173,1,52065,CN2760,ORME
10173,1,77835,CN2761A,ORME
10173,1,52062,CN2761,ORME
10173,1,52068,CN2759B,ORME
10174,1,52076,CN2759,ORME
10174,1,52073,CN2759A,ORME
10174,1,52080,CN2758,ORME
10175,1,52089,CN2753,ORME
10175,1,76691,CN2748,ORME
10175,1,71401,CN2754,ORME
10175,1,72835,CN2757,ORME
10175,1,76681,CN2751,ORME
10175,1,52086,CN2755,ORME
10175,1,76484,CN2752,ORME
10175,1,52083,CN2756,ORME
10175,1,77836,CN2752A,ORME
10175,1,76695,CN2747,ORME
10175,1,76685,CN2750,ORME
10175,1,76689,CN2749,ORME
10176,1,52324,CN2660,ORME
10176,1,52372,CN2643,ORME
10176,1,77848,CN2644,ORME
10176,1,52327,CN2659A,ORME
10177,1,73090,CN2646B,ORME
10177,1,52370,CN2645,ORME
10177,1,52333,CN2658A,ORME
10177,1,52330,CN2659,ORME
10177,1,77847,CN2646,ORME
10178,1,52364,CN2647,ORME
10178,1,52367,CN2646A,ORME
10178,1,52338,CN2657A,ORME
10178,1,52335,CN2658,ORME
10179,1,52341,CN2657,ORME
10179,1,52344,CN2656,ORME
10179,1,52361,CN2648,ORME
10180,1,52397,CN2635,ORME
10180,1,52394,CN2636,ORME
10181,1,52400,CN2634,ORME
10182,1,52403,CN2633,ORME
10182,1,52406,CN2632,ORME
10183,1,77841,CN2674,ORME
10183,1,52273,CN2675,ORME
10183,1,52279,CN2672,ORME
10183,1,77842,CN2670,ORME
10183,1,52282,CN2671,ORME
10183,1,52276,CN2673,ORME
10184,2,51847,CN3350,BRAZ
10184,2,76603,CN3349,BRAZ
10184,2,76599,CN3348,BRAZ
10184,2,79088,CN3350A,BRAZ
10185,2,51861,CN3353,BRAZ
10185,2,51853,CN3351,BRAZ
10185,2,79091,CN3352,BRAZ
10185,2,51850,CN3351A,BRAZ
10185,2,51858,CN3352A,BRAZ
10186,2,51864,CN3354,BRAZ
10187,2,51867,CN3354A,BRAZ
10188,1,51806,CN3336,BRAZ
10190,1,79109,CN3374,MORI
10191,1,51917,CN3371,MORI
10192,1,51914,CN3369,MORI
10192,1,51911,CN3368,MORI
10192,1,79100,CN3370,MORI
10193,1,51979,CN3393,MORI
10194,1,51982,CN3394,MORI
10195,1,52012,CN3410,MORI
10195,1,52015,CN3409,MORI
10196,1,52044,CN3422,MORI
10196,1,52047,CN3423,MORI
10197,1,52029,CN3406,MORI
10197,1,52026,CN3405A,MORI
10197,1,52032,CN3407,MORI
10198,1,79134,CN3427,MORI
10198,1,52059,CN3428,MORI
10199,2,52104,CN3440A,MORI
10199,2,52107,CN3441,MORI
10200,2,79159,CN3443,MORI
10200,2,52110,CN3442,MORI
10201,1,49877,CN1469A,LEON
10201,1,49881,CN1469B,LEON
10201,1,73764,CN1469,LEON
10201,1,49885,CN1469C,LEON
10201,1,76171,CN1468C,LEON
10202,1,76167,CN1468,LEON
10202,1,76159,CN1468A,LEON
10202,1,49873,CN1468B,LEON
10203,2,49901,CN1474A,LEON
10203,2,76147,CN1447,LEON
10203,2,76151,CN1446,LEON
10203,2,76143,CN1448,LEON
10204,1,49902,CN1449A,LEON
10204,1,49906,CN1450A,LEON
10204,1,76139,CN1449,LEON
10204,1,49863,CN1450,LEON
10205,1,49910,CN1451A,LEON
10205,1,76135,CN1452,LEON
10206,1,48006,CN1498,LEON
10206,1,48011,CN1499,LEON
10207,1,49988,CN1491,LEON
10207,1,49999,CN1495,LEON
10207,1,73771,CN1497,LEON
10207,1,47721,CN1496,LEON
10208,1,49997,CN1494,LEON
10208,1,73770,CN1492,LEON
10209,1,49994,CN1493,LEON
10209,1,49991,CN1492A,LEON
10210,1,73077,CN2700,LEON
10210,1,77831,CN2699,LEON
10210,1,73076,CN2701,LEON
10211,1,48098,CN2702,LEON
10211,1,77828,CN2703,LEON
10212,1,48131,CN1865A,LEON
10213,1,76579,CN1869,LEON
10213,1,48139,CN1867,LEON
10213,1,73184,CN1933A,LEON
10213,1,48147,CN1868,LEON
10213,1,48135,CN1866,LEON
10213,1,76640,CN1933,LEON
10213,1,76633,CN1934,LEON
10213,1,76644,CN1932,LEON
10214,1,48158,CN1870,LEON
10214,1,76648,CN1930,LEON
10214,1,74906,CN1931,LEON
10214,1,48166,CN1871,LEON
10214,1,65929,CN1870A,LEON
10215,1,76652,CN1929,LEON
10215,1,48170,CN1872,LEON
10215,1,48174,CN1873,LEON
10215,1,48182,CN1873A,LEON
10215,1,48193,CN1874,LEON
10215,1,76583,CN1875,LEON
10216,1,48208,CN1877,LEON
10216,1,76588,CN1876,LEON
10216,1,76656,CN1928,LEON
10216,1,74908,CN1927A,LEON
10216,1,73084,CN1927,LEON
10217,2,48459,CN1880,LEON
10217,2,48456,CN1880A,LEON
10217,2,76660,CN1926,LEON
10217,2,76664,CN1925,LEON
10217,2,73776,CN1878,LEON
10218,2,73085,CN1924,LEON
10218,2,48452,CN1883,LEON
10218,2,48448,CN1885,LEON
10218,2,73775,CN1884,LEON
10219,1,48438,CN1892,LEON
10219,1,48444,CN1888,LEON
10219,1,48440,CN1891,LEON
10219,1,73086,CN1923,LEON
10219,1,48401,CN1921,LEON
10219,1,73774,CN1887,LEON
10219,1,76667,CN1922,LEON
10219,1,72831,CN1886,LEON
10219,1,76671,CN1920,LEON
10220,1,48410,CN1917A,LEON
10220,1,76675,CN1918,LEON
10220,1,76679,CN1917,LEON
10220,1,48426,CN1893A,LEON
10220,1,48405,CN1919A,LEON
10220,1,48434,CN1892A,LEON
10220,1,48430,CN1893,LEON
10220,1,48418,CN1915,LEON
10220,1,48422,CN1896,LEON
10220,1,48414,CN1916,LEON
10221,2,48222,CN1853,LEON
10222,2,48225,CN1848,LEON
10223,1,48602,CN1414A,LEON
10223,1,48599,CN1415,LEON
10223,1,48607,CN1414,LEON
10223,1,48595,CN1416,LEON
10224,1,48786,CN1401,LEON
10224,1,48778,CN1403,LEON
10224,1,48782,CN1402,LEON
10224,1,75364,CN1399,LEON
10224,1,76503,CN1404,LEON
10224,1,76224,CN1400,LEON
10224,1,76507,CN1406,LEON
10225,1,48799,CN1375,LEON
10226,1,48803,CN1374,LEON
10227,1,49305,CN1644,LEON
10227,1,49295,CN1648,LEON
10227,1,49301,CN1650,LEON
10227,1,49291,CN1647,LEON
10227,1,49297,CN1649,LEON
10228,1,77448,CN1651,LEON
10228,1,77445,CN1643,LEON
10234,1,54645,CN2571,MISE
10237,1,54667,CN2545,MISE
10238,1,54728,CN2536,MISE
10238,1,54731,CN2535,MISE
10239,1,54724,CN2537,MISE
10240,1,53160,CN2438,VEND
10240,1,53161,CN2439,VEND
10240,1,53159,CN2436,VEND
10241,1,53156,CN2432A,VEND
10241,1,53157,CN2435,VEND
10241,1,53158,CN2434,VEND
10241,1,81865,CN2432,VEND
10242,1,53155,CN2431,VEND
10242,1,53154,CN2430,VEND
10243,1,53152,CN2424,VEND
10243,1,53153,CN2427,VEND
10244,1,83423,CN2421,VEND
10244,1,53151,CN2423,VEND
10245,1,83063,CN2393A,VEND
10245,1,83067,CN2420,VEND
10245,1,53150,CN2420A,VEND
10245,1,53149,CN2393,VEND
10246,2,53148,CN2386,VEND
10246,2,82806,CN2386A,VEND
10247,1,53224,CN2386B,VEND
10248,1,77621,CN2383,SERV
10248,1,65960,CN2384,SERV
10249,1,53147,CN2382,SERV
10250,1,51044,CN2363,MADD
10250,1,51047,CN2364,MADD
10251,1,77588,CN2360,MADD
10251,1,83988,CN2359B,MADD
10251,1,51042,CN2361,MADD
10252,1,51043,CN2362,MADD
10252,1,83989,CN2362A,MADD
10253,1,53709,CN2055,MADD
10254,1,53599,CN2056,MADD
10254,1,53601,CN2057,MADD
10255,1,53614,CN2067,MADD
10255,1,53606,CN2062,MADD
10255,1,53610,CN2065,MADD
10255,1,81857,CN2063,MADD
10255,1,53608,CN2064,MADD
10255,1,53612,CN2066,MADD
10255,1,81853,CN2061,MADD
10256,1,53602,CN2059,MADD
10256,1,53604,CN2060,MADD
10256,1,83982,CN2058,MADD
10257,1,53615,CN2068,MADD
10258,1,53756,CN2029,MADD
10258,1,53762,CN2029A,MADD
10258,1,73108,CN2033,MADD
10258,1,53759,CN2034,MADD
10259,1,53752,CN2035,MADD
10259,1,53749,CN2036,MADD
10259,1,74939,CN2028,MADD
10260,2,53740,CN2038,MADD
10260,2,53737,CN2026,MADD
10260,2,53734,CN2038A,MADD
10261,1,53743,CN2027,MADD
10261,1,53746,CN2037,MADD
10262,1,73107,CN2043,MADD
10262,1,53727,CN2042,MADD
10263,1,76774,CN2041,MADD
10263,1,53730,CN2041A,MADD
10264,1,53657,CN2070,MADD
10264,1,53664,CN2072,MADD
10264,1,53667,CN2073,MADD
10264,1,53660,CN2071,MADD
10264,1,76766,CN2070A,MADD
10264,1,76762,CN2069,MADD
10265,1,76770,CN2074,MADD
10265,1,53893,CN2075,MADD
10266,1,53887,CN2077,MADD
10266,1,53884,CN2078,MADD
10266,1,53890,CN2076,MADD
10267,1,77602,CN2126,MADD
10267,1,53865,CN2125,MADD
10268,1,53862,CN2124,MADD
10268,1,53853,CN2123,MADD
10268,1,77601,CN2125A,MADD
10269,1,53915,CN2117,MADD
10269,1,53918,CN2118,MADD
10269,1,54157,CN2119,MADD
10270,1,53856,CN2122,MADD
10270,1,65951,CN2121,MADD
10270,1,53859,CN2120,MADD
10271,1,53922,CN2143,MADD
10271,1,53928,CN2144,MADD
10272,2,53925,CN2141,MADD
10272,2,77665,CN2142,MADD
10273,1,53940,CN2153,MADD
10274,1,77604,CN2152,MADD
10274,1,73110,CN2151,MADD
10275,2,77603,CN2150,MADD
10275,2,77666,CN2147,MADD
10275,2,74940,CN2148,MADD
10275,2,53937,CN2149,MADD
10276,1,74525,CN2164,MADD
10277,2,53934,CN2146,MADD
10277,2,53959,CN2165,MADD
10278,1,74942,CN2158,MADD
10278,1,73111,CN2159,MADD
10278,1,65952,CN2160,MADD
10279,1,53987,CN2161,MADD
10280,1,53944,CN2138,MADD
10280,1,53842,CN2139A,MADD
10280,1,53839,CN2139B,MADD
10280,1,53833,CN2137,MADD
10280,1,53836,CN2139,MADD
10280,1,75375,CN2138A,MADD
10281,1,53576,CN2219,FOSC
10281,1,53554,CN2217,FOSC
10281,1,77593,CN2219A,FOSC
10281,1,83590,CN2218A,FOSC
10281,1,73101,CN2218B,FOSC
10281,1,74937,CN2218,FOSC
10282,1,54099,CN2180,MADD
10282,1,65956,CN2195C,MADD
10282,1,54108,CN2179,MADD
10282,1,54111,CN2178A,MADD
10282,1,54097,CN2180A,MADD
10283,1,54176,CN2255,FOSC
10283,1,54169,CN2258,FOSC
10283,1,54173,CN2256,FOSC
10285,1,53826,CN2039,MADD
10286,1,49479,CN1758,LEON
10286,1,49483,CN1759,LEON
10287,2,49743,CN1780,LEON
10287,2,49719,CN1784,LEON
10287,2,73793,CN1781,LEON
10288,1,81761,CN1789,LEON
10288,1,75106,CN1788,LEON
10288,1,49727,CN1787,LEON
10288,1,49735,CN1779B,LEON
10289,1,73791,CN1785,LEON
10289,1,49739,CN1779A,LEON
10289,1,49723,CN1786,LEON
10290,1,49544,CN1778,LEON
10290,1,49548,CN1792,LEON
10291,1,49552,CN1793,LEON
10292,1,49325,CN1655,LEON
10292,1,71419,CN1654,LEON
10293,1,53980,CN1653,LEON
10294,1,35868,SC1729A,ORIO
10295,1,72996,SC1705,ORIO
10297,1,74735,SC1733,ORIO
10297,1,35861,SC1730,ORIO
10297,1,74718,SC1731,ORIO
10297,1,74733,SC1732,ORIO
10297,1,74737,SC1734,ORIO
10298,1,35872,SC1700,ORIO
10298,1,35873,SC1696,ORIO
10298,1,75268,SC1697,ORIO
10298,1,70578,SC1697A,ORIO
10299,1,70577,SC1698,ORIO
10299,1,35855,SC1699,ORIO
10300,1,73862,SC1694,ORIO
10300,1,76712,SC1690,ORIO
10300,1,76716,SC1691,ORIO
10301,1,75876,SC1692,ORIO
10301,1,72992,SC1693,ORIO
10301,1,35854,SC1693B,ORIO
10301,1,76720,SC1693A,ORIO
10302,2,49670,CN1981,LEON
10302,2,49662,CN1979,LEON
10302,2,49674,CN1981A,LEON
10302,2,71424,CN1806,LEON
10302,2,49666,CN1980,LEON
10303,2,54073,CN2279,FOSC
10303,2,54080,CN2285,FOSC
10307,2,50027,CN3643A,FELI
10307,2,73389,CN3644,FELI
10307,2,76497,CN3645,FELI
10307,2,50026,CN3646,FELI
10308,3,75534,CN3642,FELI
10308,3,76493,CN3640,FELI
10308,3,78371,CN3642A,FELI
10309,1,50020,CN3638,FELI
10309,1,82669,CN3636,FELI
10309,1,78353,CN3637A,FELI
10309,1,50032,CN3635,FELI
10309,1,50031,CN3637,FELI
10310,1,83581,CN3634,FELI
10310,1,78356,CN3639,FELI
10311,2,83578,CN3632,FELI
10311,2,50040,CN3623,FELI
10312,2,82670,CN3631,FELI
10313,1,83665,CN3626,FELI
10313,1,50037,CN3625,FELI
10313,1,50036,CN3627,FELI
10313,1,50035,CN3627A,FELI
10313,1,50034,CN3628,FELI
10313,1,50029,CN3629,FELI
10313,1,50028,CN3628A,FELI
10314,1,78377,CN3624A,FELI
10314,1,50030,CN3630,FELI
10314,1,50038,CN3625A,FELI
10314,1,50039,CN3624,FELI
10315,1,72854,CN2397A,VEND
10315,1,53187,CN2397,VEND
10315,1,77625,CN2398,VEND
10316,1,77626,CN2395,VEND
10316,1,53189,CN2394,VEND
10316,1,53188,CN2396,VEND
10319,1,53186,CN2399,VEND
10319,1,53184,CN2401,VEND
10319,1,53185,CN2400,VEND
10321,1,53178,CN2409,VEND
10321,1,53179,CN2408,VEND
10322,1,71441,CN2469A,MARZ
10322,1,77627,CN2470,MARZ
10322,1,53199,CN2469,MARZ
10323,1,77628,CN2471,MARZ
10324,1,53195,CN2466,MARZ
10324,1,53196,CN2467,MARZ
10324,1,53194,CN2465,MARZ
10331,1,39682,GD6,ZITT
10332,1,39684,GD8,ZITT
10332,1,39685,GD9,ZITT
10333,1,39683,GD7,ZITT
10334,1,73706,GD19,ZITT
10334,1,73704,GD18,ZITT
10334,1,73705,GD17,ZITT
10334,1,73703,GD18A,ZITT
10335,1,73990,GD21,ZITT
10335,1,73991,GD22,ZITT
10335,1,39688,GD20,ZITT
10336,1,39692,GD33,ZITT
10336,1,39693,GD34,ZITT
10336,1,39691,GD32,ZITT
10336,1,76071,GD35,ZITT
10337,1,79856,GD49,ZITT
10337,1,78547,GD53,ZITT
10337,1,39700,GD52,ZITT
10337,1,79857,GD51,ZITT
10337,1,38484,GD50,ZITT
10337,1,79855,GD48,ZITT
10339,1,83721,GD944,ZITT
10342,1,83723,GD944A,ZITT
10343,1,38104,GD144,REDE
10344,1,38106,GD143,REDE
10344,1,38107,GD141,REDE
10345,1,38105,GD142,REDE
10346,1,38207,GD147,REDE
10347,1,38208,GD146,REDE
10348,1,38103,GD145,REDE
10349,1,82799,GD164,REDE
10349,1,38193,GD171,REDE
10350,1,38502,GD168,REDE
10350,1,38201,GD166,REDE
10351,1,38197,GD165,REDE
10351,1,38202,GD169,REDE
10352,1,38203,GD170,REDE
10352,1,38196,GD164A,REDE
10353,1,38195,GD163,REDE
10354,1,38199,GD160,REDE
10355,1,38198,GD161,REDE
10356,1,82798,GD162,REDE
10357,1,38240,GD194,REDE
10358,1,38228,GD134,REDE
10358,1,38227,GD133,REDE
10359,1,75304,GD136,REDE
10359,1,75303,GD135,REDE
10359,1,38235,GD137A,REDE
10360,2,38158,GD845,REDE
10361,2,38157,GD844,REDE
10362,2,38156,GD843,REDE
10363,2,38154,GD841,REDE
10364,2,38153,GD840,REDE
10365,2,38152,GD839,REDE
10366,1,38147,GD836B,REDE
10366,1,38149,GD836,REDE
10367,2,38150,GD837,REDE
10368,2,38151,GD838,REDE
10369,2,38155,GD842,REDE
10370,1,38181,GD203,REDE
10370,1,38180,GD203A,REDE
10372,1,38179,GD204A,REDE
10372,1,38178,GD203B,REDE
10373,1,42781,GD208,REDE
10373,1,38501,GD821A,REDE
10373,1,75331,GD207,REDE
10373,1,73988,GD206,REDE
10374,1,77387,GD238,REDE
10374,1,39727,GD239,REDE
10375,1,39728,GD240,REDE
10375,1,77391,GD241,REDE
10376,1,39729,GD243,REDE
10376,1,77395,GD242,REDE
10377,1,77399,GD244,REDE
10377,1,72754,GD245,REDE
10378,1,75329,GD247,REDE
10378,1,39730,GD246,REDE
10379,1,38071,GD264,PALA
10380,1,38072,GD266,PALA
10380,1,77711,GD265,PALA
10381,1,38073,GD268,PALA
10381,1,73985,GD267,PALA
10381,1,73986,GD269,PALA
10382,1,38074,GD270,PALA
10383,1,38076,GD271B,PALA
10383,1,38075,GD271A,PALA
10383,1,77712,GD271,PALA
10384,1,38080,GD278,PALA
10384,1,38081,GD278A,PALA
10385,1,38079,GD277,PALA
10385,1,38078,GD276,PALA
10386,1,73987,GD275,PALA
10386,1,38988,GD274,PALA
10387,1,77713,GD273,PALA
10387,1,38077,GD272,PALA
10388,1,79854,GD481B,EUFE
10388,1,39524,GD481,EUFE
10389,3,33043,GD623E,EUFE
10389,3,33025,GD622H,EUFE
10389,3,34965,GD621N,EUFE
10389,3,34971,GD622,EUFE
10389,3,33040,GD623D,EUFE
10389,3,32513,GD622B,EUFE
10389,3,34958,GD621L,EUFE
10389,3,33037,GD623C,EUFE
10389,3,34947,GD621F,EUFE
10389,3,34944,GD621E,EUFE
10389,3,33034,GD623B,EUFE
10389,3,34938,GD621C,EUFE
10389,3,34934,GD621B,EUFE
10389,3,34922,GD620,EUFE
10389,3,34950,GD621G,EUFE
10389,3,34931,GD621A,EUFE
10389,3,34973,GD622A,EUFE
10389,3,34955,GD621I,EUFE
10389,3,34952,GD621H,EUFE
10389,3,34962,GD621M,EUFE
10389,3,34968,GD621O,EUFE
10389,3,33010,GD622C,EUFE
10389,3,34928,GD621,EUFE
10389,3,34941,GD621D,EUFE
10389,3,33022,GD622F,EUFE
10389,3,33028,GD623,EUFE
10389,3,33012,GD622D,EUFE
10389,3,33530,GD623F,EUFE
10389,3,33031,GD623A,EUFE
10389,3,33016,GD622E,EUFE
10389,3,33019,GD622G,EUFE
10390,2,38551,GD640,EUFE
10390,2,38556,GD645,EUFE
10390,2,39006,GD639,EUFE
10390,2,38559,GD647,EUFE
10390,2,38555,GD644,EUFE
10390,2,38563,GD648,EUFE
10390,2,81435,GD642,EUFE
10390,2,38557,GD646,EUFE
10390,2,38553,GD641,EUFE
10392,1,37524,GD716,CONV
10392,1,75090,GD715,CONV
10393,1,81470,GD718,CONV
10393,1,37520,GD717,CONV
10394,1,38019,GD719A,CONV
10394,1,37514,GD719,CONV
10395,1,38018,GD720,CONV
10395,1,74775,GD721,CONV
10396,1,74777,GD722,CONV
10396,1,38017,GD723,CONV
10397,1,39078,GD725,CONV
10397,1,74773,GD724,CONV
10398,1,38015,GD730,CONV
10398,1,38014,GD732,CONV
10398,1,74767,GD731,CONV
10399,1,39077,GD729,CONV
10399,1,84040,GD728A,CONV
10400,1,38016,GD726,CONV
10400,1,74771,GD727,CONV
10400,1,74769,GD728,CONV
10403,1,39106,GD3,FISO
10403,1,39102,GD7,FISO
10403,1,39108,GD1,FISO
10403,1,39105,GD4,FISO
10403,1,39104,GD5,FISO
10403,1,39103,GD6,FISO
10403,1,39107,GD2,FISO
10406,1,80596,GD798,BIAG
10407,1,83627,GD800C,BIAG
10407,1,80592,GD799,BIAG
10408,1,83625,GD800B,BIAG
10408,1,83623,GD800A,BIAG
10408,1,80588,GD800,BIAG
10408,1,83760,GD801,BIAG
10409,1,39540,GD805,BIAG
10409,1,75081,GD804,BIAG
10409,1,75080,GD803,BIAG
10415,1,39538,GD710C,BIAG
10418,1,38983,GD705,CONV
10418,1,38977,GD704,CONV
10419,1,39079,GD703,CONV
10423,1,81613,GD812,STUC
10426,1,42625,DD1529,CARM
10426,1,77143,DD1530,CARM
10427,1,42624,DD1528,CARM
10428,1,77139,DD1528A,CARM
10429,1,42683,DD1565,CARM
10429,1,42684,DD1579,CARM
10430,1,42682,DD1564,CARM
10430,1,42681,DD1563,CARM
10431,1,42679,DD1561,CARM
10431,1,42680,DD1562,CARM
10432,1,42678,DD1560,CARM
10432,1,42677,DD1559,CARM
10433,1,42675,DD1557,CARM
10433,1,42676,DD1558,CARM
10434,1,42673,DD1555,CARM
10434,1,42674,DD1556,CARM
10435,1,42671,DD1553,CARM
10435,1,65818,DD1552A,CARM
10435,1,42672,DD1554,CARM
10436,1,42670,DD1552,CARM
10436,1,72785,DD1551,CARM
10437,1,42686,DD1581,CARM
10437,1,42685,DD1580,CARM
10437,1,73683,DD1578,CARM
10438,1,42688,DD1583,CARM
10438,1,42687,DD1582,CARM
10439,1,44738,DD1623,CARM
10440,1,44736,DD1624,CARM
10441,2,42689,DD1584,CARM
10441,2,42593,DD1611,CARM
10441,2,42592,DD1610,CARM
10442,2,42594,DD1614,CARM
10443,2,42596,DD1616,CARM
10443,2,42595,DD1615,CARM
10444,2,42598,DD1620,CARM
10444,2,42597,DD1619,CARM
10445,2,42601,DD1626,CARM
10445,2,42602,DD1626A,CARM
10446,2,42599,DD1621,CARM
10446,2,42600,DD1621A,CARM
10447,1,44746,DD1617A,CARM
10448,1,44744,DD1617,CARM
10448,1,44742,DD1618,CARM
10449,1,44720,DD2542,CARM
10449,1,44716,DD2543,CARM
10449,1,44725,DD2541,CARM
10450,1,80898,DD1633,CARM
10451,1,44103,DD1744,SEBA
10451,1,44099,DD1743,SEBA
10454,1,44191,DD1682,SEBA
10454,1,44185,DD1683,SEBA
10455,1,44204,DD1680,SEBA
10455,1,44195,DD1681,SEBA
10456,1,44229,DD1677A,SEBA
10456,1,44223,DD1677,SEBA
10457,1,77097,DD1679,SEBA
10457,1,44209,DD1678,SEBA
10458,1,44303,DD1664,SEBA
10459,1,73673,DD1666,SEBA
10459,1,44297,DD1665,SEBA
10460,1,44290,DD1667,SEBA
10461,1,77101,DD1670,SEBA
10461,1,77105,DD1669,SEBA
10462,1,42610,DD1638,CARM
10462,1,42611,DD1639,CARM
10462,1,42609,DD1637,CARM
10462,1,42612,DD1640,CARM
10505,2,44827,CS73,ELEN
10505,2,75127,CS71,ELEN
10505,2,75126,CS70,ELEN
10505,2,75128,CS72,ELEN
10505,2,73385,CS4,ELEN
10505,2,74271,CS6,ELEN
10505,2,45195,CS8,ELEN
10505,2,75125,CS67,ELEN
10505,2,44829,CS68,ELEN
10505,2,74896,CS2,ELEN
10506,1,44821,CS79,ELEN
10506,1,44819,CS82,ELEN
10506,1,74897,CS80,ELEN
10506,1,44817,CS89,ELEN
10506,1,74909,CS86,ELEN
10506,1,74911,CS85,ELEN
10506,1,74895,CS78,ELEN
10506,1,74899,CS81,ELEN
10506,1,75129,CS75,ELEN
10506,1,74901,CS83,ELEN
10506,1,44823,CS76,ELEN
10506,1,74913,CS84,ELEN
10506,1,74893,CS77,ELEN
10506,1,44825,CS74,ELEN
10506,1,74905,CS88,ELEN
10506,1,74907,CS87,ELEN
10512,1,54516,CN3329,BRAZ
10512,1,54519,CN3330,BRAZ
10513,1,77714,GD279D,PALA
10513,1,77939,GD280,PALA
10513,1,71692,GD279,PALA
10515,1,51799,CN3328,BRAZ
10518,1,38068,GD282A,PALA
10518,1,38069,GD282,PALA
10518,1,38065,GD284,PALA
10518,1,38067,GD283,PALA
10518,1,38064,GD285,PALA
10518,1,77940,GD282B,PALA
10522,1,38519,GD255,REDE
10523,1,51776,CN3319A,BRAZ
10523,1,82585,CN3318A,BRAZ
10523,1,51772,CN3319,BRAZ
10525,1,45118,CS9,ELEN
10525,1,45143,CS2,ELEN
10526,1,54513,CN3300A,BRAZ
10526,1,54506,CN3300,BRAZ
10527,2,39741,GD258,REDE
10528,2,54509,CN3316A,BRAZ
10528,2,54510,CN3317,BRAZ
10529,1,45136,CS11,ELEN
10531,2,67318,GD212F,REDE
10531,2,84241,GD212D,REDE
10531,2,84242,GD212E,REDE
10532,1,73409,CN3296A,BRAZ
10532,1,51754,CN3296,BRAZ
10533,1,45135,CS6,ELEN
10533,1,72827,CS9,ELEN
10533,1,45300,CS5A,ELEN
10533,1,45132,CS7,ELEN
10533,1,81836,CS7,ELEN
10533,1,45281,CS5,ELEN
10535,2,67320,GD213B,REDE
10537,1,45141,CS1,ELEN
10539,1,67319,GD213,REDE
10540,1,51750,CN3295,BRAZ
10542,1,67321,GD213A,REDE
10544,1,54289,CN3294,SENS
10546,1,39738,GD254,REDE
10550,1,39737,GD254A,REDE
10550,1,39736,GD253,REDE
10551,1,52004,CN2789A,ORME
10551,1,52001,CN2789B,ORME
10553,1,39735,GD252,REDE
10554,1,49645,CN2813,ORME
10554,1,51932,CN2813A,ORME
10557,1,39733,GD250,REDE
10557,1,39734,GD251,REDE
10558,1,51929,CN2823,ORME
10558,1,49649,CN2822,ORME
10560,1,39732,GD249,REDE
10563,1,39731,GD248,REDE
10566,1,77383,GD237,REDE
10566,1,39726,GD236,REDE
10568,1,52440,CN2837,ORME
10568,1,52437,CN2840,ORME
10568,1,82890,CN2838,ORME
10568,1,82889,CN2835,ORME
10568,1,83154,CN2839,ORME
10568,1,52434,CN2841,ORME
10568,1,52443,CN2836,ORME
10572,1,52431,CN2842,ORME
10572,1,52428,CN2843,ORME
10572,1,52425,CN2844,ORME
10576,1,52422,CN2845,ORME
10576,1,49506,CN2847,ORME
10576,1,76489,CN2873A,ORME
10578,1,77377,GD233,REDE
10578,1,77379,GD234,REDE
10582,1,39720,GD225,REDE
10585,1,39723,GD231,REDE
10585,1,39724,GD232,REDE
10594,2,67308,GD211A,REDE
