TARGET_FID_12_13,full_alias,short_alias
11812,CS-RUGA-L-040,RUGA-040
11813,SP-SILV-A-251,SILV-251
11814,GD-BIAG-A-010,BIAG-010
11815,GD-EUFE-D-082,EUFE-082
11816,CS-RUGA-J-100,RUGA-100
11817,SP-SILV-P-252,SILV-252
11818,SP-SILV-P-253,SILV-253
11819,GD-BIAG-A-009,BIAG-009
11820,CS-RUGA-J-095,RUGA-095
11821,GD-EUFE-D-081,EUFE-081
11822,SP-SILV-AG-299,SILV-299
11823,GD-STUC-B-033,STUC-033
11824,GD-EUFE-D-086,EUFE-086
11825,CS-DANI-B-071,DANI-071
11826,SP-SILV-AH-297,SILV-297
11827,GD-STUC-B-004,STUC-004
11828,GD-EUFE-B-135,EUFE-135
11829,CS-DANI-B-048,DANI-048
11830,SP-SILV-AH-298,SILV-298
11831,GD-FISO-N-025,FISO-025
11832,GD-EUFE-B-134,EUFE-134
11833,CS-DANI-B-047,DANI-047
11834,SP-SILV-W-313,SILV-313
11835,GD-FISO-N-056,FISO-056
11836,GD-EUFE-B-136,EUFE-136
11837,CS-DANI-B-023,DANI-023
11838,SP-SILV-W-314,SILV-314
11839,GD-FISO-M-026,FISO-026
11840,GD-EUFE-B-083,EUFE-083
11841,CS-DANI-B-042,DANI-042
11842,SP-SILV-O-343,SILV-343
11843,GD-FISO-P-028,FISO-028
11844,GD-EUFE-B-084,EUFE-084
11845,CS-ARSE-C-080,ARSE-080
11846,SP-SILV-N-001,SILV-001
11847,GD-FISO-M-009,FISO-009
11848,GD-EUFE-B-014,EUFE-014
11849,CS-ANA-I-283,ANA-283
11850,CN-APOS-AA-196,APOS-196
11851,GD-FISO-P-010,FISO-010
11852,CS-ANA-I-036,ANA-036
11853,GD-EUFE-B-013,EUFE-013
11854,CN-APOS-AA-195,APOS-195
11855,GD-FISO-Q-027,FISO-027
11856,CS-ANA-AQ-039,ANA-039
11857,GD-EUFE-B-085,EUFE-085
11858,CN-APOS-Y-184,APOS-184
11859,CS-ANA-AR-249,ANA-249
11860,GD-FISO-R-032,FISO-032
11861,GD-EUFE-H-055,EUFE-055
11862,CN-APOS-G-004,APOS-004
11863,CS-ARSE-A-065,ARSE-065
11864,GD-EUFE-H-054,EUFE-054
11865,GD-FISO-S-029,FISO-029
11866,CN-APOS-G-182,APOS-182
11867,CS-ARSE-A-063,ARSE-063
11868,GD-EUFE-H-053,EUFE-053
11869,GD-INCE-A-006,INCE-006
11870,CN-APOS-G-003,APOS-003
11871,CS-ARSE-A-032,ARSE-032
11872,GD-EUFE-I-140,EUFE-140
11873,GD-GIOR-A-016,GIOR-016
11874,CN-APOS-G-181,APOS-181
11875,GD-EUFE-J-145,EUFE-145
11876,CS-ARSE-B-047,ARSE-047
11877,GD-GIOR-A-015,GIOR-015
11878,CN-FELI-B-007,FELI-007
11879,GD-EUFE-A-143,EUFE-143
11880,CS-ARSE-B-033,ARSE-033
11881,GD-GIOR-A-017,GIOR-017
11882,CN-FELI-A-043,FELI-043
11883,GD-EUFE-K-052,EUFE-052
11884,CS-ARSE-B-045,ARSE-045
11885,GD-GIOR-A-021,GIOR-021
11886,CN-MARZ-B-024,MARZ-024
11887,GD-EUFE-K-051,EUFE-051
11888,CS-ARSE-B-048,ARSE-048
11889,GD-GIOR-A-007,GIOR-007
11890,CN-MARZ-B-029,MARZ-029
11891,CS-MRTN-D-069,MRTN-069
11892,GD-EUFE-K-138,EUFE-138
11893,CN-LEON-C-005,LEON-005
11894,CN-MISE-A-048,MISE-048
11895,CN-FELI-F-024,FELI-024
11896,GD-EUFE-B-050,EUFE-050
11897,CN-MACE-C-140,MACE-140
11898,CN-MISE-B-043,MISE-043
11899,CN-FELI-H-022,FELI-022
11900,GD-EUFE-B-045,EUFE-045
11901,CN-MACE-C-139,MACE-139
11902,CN-VALV-A-007,VALV-007
11903,CN-FELI-F-021,FELI-021
11904,GD-EUFE-L-066,EUFE-066
11905,CN-MACE-C-138,MACE-138
11906,CN-VALV-B-033,VALV-033
11907,CN-FELI-F-015,FELI-015
11908,GD-EUFE-L-057,EUFE-057
11909,CN-MACE-C-136,MACE-136
11910,CN-FELI-F-017,FELI-017
11911,CN-VALV-B-032,VALV-032
11912,GD-EUFE-L-058,EUFE-058
11913,CN-MACE-C-137,MACE-137
11914,CN-FELI-D-013,FELI-013
11915,CN-VALV-B-003,VALV-003
11916,GD-EUFE-L-056,EUFE-056
11917,CN-MACE-C-134,MACE-134
11918,CN-APOS-Y-198,APOS-198
11919,CN-MORI-B-044,MORI-044
11920,GD-EUFE-L-060,EUFE-060
11921,CN-MACE-C-133,MACE-133
11922,CN-APOS-Y-183,APOS-183
11923,CN-MORI-B-043,MORI-043
11924,CN-MACE-C-132,MACE-132
11925,CN-ORTO-C-041,ORTO-041
11926,CN-APOS-G-005,APOS-005
11927,CN-MACE-C-131,MACE-131
11928,CN-ORTO-E-053,ORTO-053
11929,CN-APOS-A-006,APOS-006
11930,CN-MACE-C-142,MACE-142
11931,CN-APOS-A-173,APOS-173
11932,CN-ORTO-E-070,ORTO-070
11933,CN-MACE-C-143,MACE-143
11934,CN-APOS-A-171,APOS-171
11935,GD-EUFE-L-059,EUFE-059
11936,CN-ORTO-E-103,ORTO-103
11937,CN-MACE-C-144,MACE-144
11938,CN-APOS-A-170,APOS-170
11939,GD-EUFE-L-036,EUFE-036
11940,CN-GERE-A-046,GERE-046
11941,CN-MACE-C-145,MACE-145
11942,CN-APOS-B-058,APOS-058
11943,GD-EUFE-B-048,EUFE-048
11944,CN-GERE-A-045,GERE-045
11945,CN-MACE-C-151,MACE-151
11946,CN-APOS-B-160,APOS-160
11947,CN-GERE-J-092,GERE-092
11948,GD-EUFE-B-049,EUFE-049
11949,CN-APOS-B-059,APOS-059
11950,CN-MACE-C-152,MACE-152
11951,CN-GERE-J-091,GERE-091
11952,GD-EUFE-B-046,EUFE-046
11953,CN-LEON-C-611,LEON-611
11954,CN-APOS-B-060,APOS-060
11955,GD-EUFE-B-047,EUFE-047
11956,CN-GERE-J-166,GERE-166
11957,CN-LEON-C-610,LEON-610
11958,CN-APOS-B-085,APOS-085
11959,GD-EUFE-B-037,EUFE-037
11960,CN-GERE-B-009,GERE-009
11961,CN-LEON-C-023,LEON-023
11962,CN-GERE-B-008,GERE-008
11963,CN-APOS-B-088,APOS-088
11964,GD-EUFE-G-038,EUFE-038
11965,CN-LEON-C-024,LEON-024
11966,CN-GERE-B-007,GERE-007
11967,CN-APOS-W-091,APOS-091
11968,GD-EUFE-G-039,EUFE-039
11969,CN-GIOB-D-022,GIOB-022
11970,CN-CHIO-I-035,CHIO-035
11971,CN-APOS-W-158,APOS-158
11972,GD-EUFE-G-040,EUFE-040
11973,CN-GIOB-B-023,GIOB-023
11974,CN-CHIO-I-034,CHIO-034
11975,CN-FOSC-E-023,FOSC-023
11976,GD-EUFE-G-041,EUFE-041
11977,CN-GIOB-B-026,GIOB-026
11978,CN-CHIO-I-038,CHIO-038
11979,CN-GERE-P-127,GERE-127
11980,GD-EUFE-G-042,EUFE-042
11981,CN-GIOB-B-031,GIOB-031
11982,CN-CHIO-A-017,CHIO-017
11983,GD-EUFE-G-044,EUFE-044
11984,CN-GERE-C-111,GERE-111
11985,CN-CHIO-A-016,CHIO-016
11986,CN-GIOB-B-032,GIOB-032
11987,GD-EUFE-B-043,EUFE-043
11988,CN-GERE-C-110,GERE-110
11989,CN-LEON-AU-627,LEON-627
11990,CN-LEON-C-030,LEON-030
11991,GD-EUFE-B-032,EUFE-032
11992,CN-GERE-C-109,GERE-109
11993,GD-EUFE-G-031,EUFE-031
11994,CN-LEON-C-029,LEON-029
11995,CN-GERE-C-160,GERE-160
11996,CN-GIRO-B-014,GIRO-014
11997,GD-EUFE-G-028,EUFE-028
11998,CN-LEON-C-041,LEON-041
11999,CN-GIRO-B-015,GIRO-015
12000,GD-EUFE-G-030,EUFE-030
12001,CN-GERE-C-158,GERE-158
12002,CN-LEON-C-028,LEON-028
12003,GD-EUFE-G-027,EUFE-027
12004,CN-GIRO-B-016,GIRO-016
12005,CN-GERE-C-157,GERE-157
12006,GD-EUFE-G-026,EUFE-026
12007,CN-LEON-C-608,LEON-608
12008,CN-GIRO-B-017,GIRO-017
12009,CN-GERE-A-047,GERE-047
12010,GD-EUFE-G-029,EUFE-029
12011,CN-LEON-C-609,LEON-609
12012,CN-GIRO-B-018,GIRO-018
12013,CN-GERE-A-058,GERE-058
12014,GD-EUFE-G-025,EUFE-025
12015,CN-LEON-C-628,LEON-628
12016,CN-GIRO-B-019,GIRO-019
12017,CN-GERE-A-088,GERE-088
12018,GD-JUNG-B-017,JUNG-017
12019,CN-LEON-T-630,LEON-630
12020,CN-GIRO-B-020,GIRO-020
12021,SC-PORT-D-003,PORT-003
12022,GD-JUNG-B-015,JUNG-015
12023,CN-GIRO-B-021,GIRO-021
12024,CN-LEON-AV-632,LEON-632
12025,SC-PORT-D-001,PORT-001
12026,GD-JUNG-B-014,JUNG-014
12027,CN-GIRO-B-022,GIRO-022
12028,CN-ALVI-B-065,ALVI-065
12029,SM-BORT-A-065,BORT-065
12030,CN-GIRO-B-023,GIRO-023
12031,GD-JUNG-B-013,JUNG-013
12032,CN-ALVI-B-066,ALVI-066
12033,SM-BORT-A-066,BORT-066
12034,CN-GIRO-B-036,GIRO-036
12035,GD-JUNG-A-016,JUNG-016
12036,CN-ALVI-A-020,ALVI-020
12037,SM-BORT-A-067,BORT-067
12038,CN-GIRO-B-035,GIRO-035
12039,GD-JUNG-A-012,JUNG-012
12040,CN-SENS-B-070,SENS-070
12041,SM-BORT-L-069,BORT-069
12042,CN-GIRO-B-034,GIRO-034
12043,GD-JUNG-C-010,JUNG-010
12044,CN-SENS-B-062,SENS-062
12045,SM-BORT-L-070,BORT-070
12046,CN-GIRO-B-033,GIRO-033
12047,GD-JUNG-A-002,JUNG-002
12048,CN-SENS-B-061,SENS-061
12049,SM-BORT-B-071,BORT-071
12050,CN-GIRO-B-039,GIRO-039
12051,GD-JUNG-A-011,JUNG-011
12052,CN-GIRO-B-038,GIRO-038
12053,SM-BORT-B-054,BORT-054
12054,CN-SENS-B-024,SENS-024
12055,CN-GIRO-C-041,GIRO-041
12056,GD-JUNG-A-001,JUNG-001
12057,SM-BORT-B-051,BORT-051
12058,CN-ORME-A-014,ORME-014
12059,CN-GIRO-C-042,GIRO-042
12060,GD-JUNG-D-007,JUNG-007
12061,SM-BORT-I-043,BORT-043
12062,CN-ORME-A-015,ORME-015
12063,CN-GIRO-I-095,GIRO-095
12064,GD-JUNG-D-004,JUNG-004
12065,SM-BORT-I-040,BORT-040
12066,CN-GHET-A-023,GHET-023
12067,CN-GIRO-I-111,GIRO-111
12068,GD-JUNG-D-003,JUNG-003
12069,SM-BORT-M-044,BORT-044
12070,CN-GHET-A-022,GHET-022
12071,CN-GIRO-I-112,GIRO-112
12072,SM-BORT-M-013,BORT-013
12073,CN-GHET-A-021,GHET-021
12074,GD-JUNG-A-005,JUNG-005
12075,SM-BORT-M-100,BORT-100
12076,CN-GIRO-I-113,GIRO-113
12077,CN-LEON-AW-579,LEON-579
12078,GD-JUNG-D-006,JUNG-006
12079,SM-BORT-E-173,BORT-173
12080,CN-GIRO-I-114,GIRO-114
12081,CN-LEON-AX-318,LEON-318
12082,SM-BORT-E-186,BORT-186
12083,GD-JUNG-A-009,JUNG-009
12084,CN-GIRO-G-066,GIRO-066
12085,CN-LEON-AY-321,LEON-321
12086,CS-FAVA-D-007,FAVA-007
12087,GD-SCRZ-A-001,SCRZ-001
12088,CN-GIRO-G-065,GIRO-065
12089,CN-LEON-I-305,LEON-305
12090,CS-FAVA-D-039,FAVA-039
12091,GD-REDE-F-024,REDE-024
12092,CN-LEON-I-297,LEON-297
12093,CN-GIRO-G-064,GIRO-064
12094,GD-EUFE-E-080,EUFE-080
12095,CN-LEON-I-291,LEON-291
12096,CS-FAVA-R-042,FAVA-042
12097,CN-GIRO-G-068,GIRO-068
12098,GD-EUFE-E-078,EUFE-078
12099,CN-LEON-I-278,LEON-278
12100,CS-FAVA-E-044,FAVA-044
12101,CN-GIRO-G-067,GIRO-067
12102,GD-EUFE-E-079,EUFE-079
12103,CN-LEON-AL-277,LEON-277
12104,CS-FAVA-E-046,FAVA-046
12105,CN-GIRO-G-087,GIRO-087
12106,GD-EUFE-E-061,EUFE-061
12107,CN-LEON-AL-274,LEON-274
12108,CS-FAVA-O-026,FAVA-026
12109,CN-GIRO-G-071,GIRO-071
12110,GD-EUFE-E-035,EUFE-035
12111,CN-LEON-Q-253,LEON-253
12112,CS-FAVA-G-160,FAVA-160
12113,CN-GIRO-G-082,GIRO-082
12114,CN-LEON-Q-254,LEON-254
12115,CS-FAVA-G-159,FAVA-159
12116,GD-EUFE-E-033,EUFE-033
12117,CS-FAVA-G-168,FAVA-168
12118,CN-LEON-Q-255,LEON-255
12119,CN-GIRO-I-078,GIRO-078
12120,GD-EUFE-E-034,EUFE-034
12121,CS-FAVA-H-170,FAVA-170
12122,CN-LEON-X-223,LEON-223
12123,CN-GIRO-I-077,GIRO-077
12124,GD-EUFE-E-062,EUFE-062
12125,CS-FAVA-H-171,FAVA-171
12126,CN-LEON-X-220,LEON-220
12127,CN-GIRO-I-076,GIRO-076
12128,GD-EUFE-E-063,EUFE-063
12129,CS-FAVA-H-175,FAVA-175
12130,CN-ORME-A-081,ORME-081
12131,CN-LEON-X-219,LEON-219
12132,GD-EUFE-E-064,EUFE-064
12133,CS-FAVA-I-193,FAVA-193
12134,CN-ORME-A-080,ORME-080
12135,CN-LEON-AQ-218,LEON-218
12136,CS-FAVA-I-212,FAVA-212
12137,GD-EUFE-E-065,EUFE-065
12138,CN-ORME-A-079,ORME-079
12139,SM-STEF-A-080,STEF-080
12140,CS-FORM-H-093,FORM-093
12141,GD-EUFE-E-067,EUFE-067
12142,CN-ORME-A-078,ORME-078
12143,SM-STEF-A-078,STEF-078
12144,CS-FORM-I-090,FORM-090
12145,CN-ORME-A-077,ORME-077
12146,GD-EUFE-E-072,EUFE-072
12147,SM-STEF-A-071,STEF-071
12148,CS-FORM-B-015,FORM-015
12149,CN-ORME-A-076,ORME-076
12150,GD-EUFE-E-071,EUFE-071
12151,SM-STEF-B-072,STEF-072
12152,CS-FORM-B-016,FORM-016
12153,CN-ORME-A-074,ORME-074
12154,GD-EUFE-E-075,EUFE-075
12155,SM-STEF-S-073,STEF-073
12156,CS-FORM-B-017,FORM-017
12157,CN-ORME-F-003,ORME-003
12158,GD-EUFE-E-074,EUFE-074
12159,SM-STEF-D-044,STEF-044
12160,CS-FORM-B-022,FORM-022
12161,CN-ORME-F-004,ORME-004
12162,GD-EUFE-E-073,EUFE-073
12163,SM-MOIS-C-043,MOIS-043
12164,CS-FORM-B-021,FORM-021
12165,CN-ORME-F-001,ORME-001
12166,GD-EUFE-E-076,EUFE-076
12167,SM-MOIS-C-046,MOIS-046
12168,CS-FORM-B-024,FORM-024
12169,CN-ORME-F-002,ORME-002
12170,GD-EUFE-E-077,EUFE-077
12171,SM-MOIS-C-047,MOIS-047
12172,CS-FORM-B-033,FORM-033
12173,CN-ORME-F-005,ORME-005
12174,GD-EUFE-M-167,EUFE-167
12175,SM-MOIS-C-066,MOIS-066
12176,CN-ORME-F-006,ORME-006
12177,CS-FORM-B-032,FORM-032
12178,GD-EUFE-N-070,EUFE-070
12179,SM-MOIS-C-074,MOIS-074
12180,CN-ORME-F-007,ORME-007
12181,CS-SEVE-B-005,SEVE-005
12182,GD-EUFE-N-069,EUFE-069
12183,SM-MOIS-E-005,MOIS-005
12184,CN-ALVI-A-019,ALVI-019
12185,CS-SEVE-B-092,SEVE-092
12186,GD-EUFE-N-068,EUFE-068
12187,SM-FANT-A-053,FANT-053
12188,CN-ALVI-A-015,ALVI-015
12189,CS-SEVE-A-091,SEVE-091
12190,GD-EUFE-N-146,EUFE-146
12191,SM-FANT-A-048,FANT-048
12192,CN-ALVI-A-016,ALVI-016
12193,CS-SEVE-A-090,SEVE-090
12194,GD-EUFE-J-147,EUFE-147
12195,CN-SENS-D-102,SENS-102
12196,SM-FANT-A-046,FANT-046
12197,GD-EUFE-F-168,EUFE-168
12198,CS-SEVE-A-089,SEVE-089
12199,CN-SENS-D-010,SENS-010
12200,SM-FANT-A-045,FANT-045
12201,GD-EUFE-F-169,EUFE-169
12202,CS-SEVE-A-103,SEVE-103
12203,CN-ALVI-D-049,ALVI-049
12204,SM-FANT-B-070,FANT-070
12205,GD-EUFE-F-171,EUFE-171
12206,CS-SEVE-E-086,SEVE-086
12207,SM-FANT-B-043,FANT-043
12208,CN-ALVI-Q-045,ALVI-045
12209,GD-EUFE-F-170,EUFE-170
12210,CS-BRAG-B-417,BRAG-417
12211,SM-FANT-B-074,FANT-074
12212,CN-ALVI-D-047,ALVI-047
12213,GD-EUFE-A-153,EUFE-153
12214,CS-BRAG-B-424,BRAG-424
12215,SM-FANT-B-075,FANT-075
12216,CN-ALVI-Q-046,ALVI-046
12217,GD-EUFE-A-150,EUFE-150
12218,CS-BRAG-B-422,BRAG-422
12219,SM-LUCA-C-064,LUCA-064
12220,CN-ALVI-D-050,ALVI-050
12221,GD-EUFE-A-151,EUFE-151
12222,CS-BRAG-B-430,BRAG-430
12223,SM-LUCA-C-063,LUCA-063
12224,CN-ALVI-D-048,ALVI-048
12225,GD-EUFE-A-152,EUFE-152
12226,CS-BRAG-C-389,BRAG-389
12227,SM-LUCA-V-062,LUCA-062
12228,CN-SENS-B-048,SENS-048
12229,GD-EUFE-A-148,EUFE-148
12230,CS-BRAG-C-388,BRAG-388
12231,CN-SENS-B-047,SENS-047
12232,SM-LUCA-V-025,LUCA-025
12233,GD-EUFE-A-144,EUFE-144
12234,CS-BRAG-C-387,BRAG-387
12235,CN-SENS-B-045,SENS-045
12236,CN-BIRI-G-240,BIRI-240
12237,GD-PALA-A-019,PALA-019
12238,CS-BRAG-C-335,BRAG-335
12239,CN-SENS-B-043,SENS-043
12240,CN-BIRI-Z-239,BIRI-239
12241,GD-PALA-A-081,PALA-081
12242,CS-BRAG-C-337,BRAG-337
12243,CN-SENS-B-044,SENS-044
12244,CN-BIRI-J-241,BIRI-241
12245,CS-BRAG-C-340,BRAG-340
12246,GD-PALA-B-017,PALA-017
12247,CN-ORME-A-075,ORME-075
12248,CN-BIRI-J-190,BIRI-190
12249,CS-BRAG-C-341,BRAG-341
12250,GD-PALA-B-016,PALA-016
12251,CN-ORME-A-027,ORME-027
12252,CN-BIRI-J-191,BIRI-191
12253,CS-BRAG-C-385,BRAG-385
12254,GD-PALA-B-015,PALA-015
12255,CN-ORME-A-026,ORME-026
12256,CN-BIRI-J-192,BIRI-192
12257,CS-BRAG-O-384,BRAG-384
12258,GD-PALA-B-011,PALA-011
12259,CN-ORME-A-028,ORME-028
12260,CN-BIRI-A-194,BIRI-194
12261,GD-PALA-B-010,PALA-010
12262,CS-VIGN-C-053,VIGN-053
12263,CN-BIRI-A-149,BIRI-149
12264,CN-SENS-G-084,SENS-084
12265,GD-PALA-B-012,PALA-012
12266,CS-VIGN-C-052,VIGN-052
12267,CN-BIRI-B-119,BIRI-119
12268,CN-SENS-G-083,SENS-083
12269,GD-PALA-B-013,PALA-013
12270,CS-VIGN-C-054,VIGN-054
12271,CN-BIRI-V-130,BIRI-130
12272,CN-ORTO-C-067,ORTO-067
12273,GD-PALA-B-014,PALA-014
12274,CS-VIGN-C-056,VIGN-056
12275,CN-BIRI-O-126,BIRI-126
12276,CN-ORTO-B-020,ORTO-020
12277,GD-PALA-B-008,PALA-008
12278,CS-VIGN-C-057,VIGN-057
12279,CN-PANA-B-079,PANA-079
12280,CN-ORTO-A-016,ORTO-016
12281,GD-PALA-B-007,PALA-007
12282,CS-VIGN-C-058,VIGN-058
12283,CN-PANA-B-078,PANA-078
12284,CN-ORTO-A-094,ORTO-094
12285,GD-PALA-A-020,PALA-020
12286,CS-VIGN-C-061,VIGN-061
12287,CN-PANA-H-059,PANA-059
12288,CN-ORTO-A-014,ORTO-014
12289,GD-PALA-A-018,PALA-018
12290,CS-VIGN-L-139,VIGN-139
12291,CN-PANA-H-046,PANA-046
12292,CN-ORTO-A-015,ORTO-015
12293,CS-BACI-A-063,BACI-063
12294,CN-ORTO-A-017,ORTO-017
12295,CN-PANA-I-045,PANA-045
12296,GD-PALA-A-021,PALA-021
12297,SM-REAL-A-007,REAL-007
12298,CN-ORTO-A-007,ORTO-007
12299,CN-PANA-J-042,PANA-042
12300,GD-PALA-A-022,PALA-022
12301,SM-MARC-X-107,MARC-107
12302,CN-ALVI-N-075,ALVI-075
12303,CN-PANA-J-041,PANA-041
12304,GD-PALA-A-023,PALA-023
12305,SM-MARC-X-109,MARC-109
12306,CN-ORTO-E-105,ORTO-105
12307,CN-BIRI-T-135,BIRI-135
12308,GD-PALA-A-024,PALA-024
12309,SM-MARC-X-108,MARC-108
12310,CN-BIRI-T-141,BIRI-141
12311,CN-ORTO-E-104,ORTO-104
12312,GD-PALA-A-026,PALA-026
12313,SM-MOIS-D-091,MOIS-091
12314,CN-PANA-G-077,PANA-077
12315,CN-MACE-C-161,MACE-161
12316,GD-PALA-A-025,PALA-025
12317,GD-PALA-A-050,PALA-050
12318,SM-MOIS-D-116,MOIS-116
12319,CN-MACE-C-160,MACE-160
12320,GD-FISO-T-037,FISO-037
12321,GD-PALA-A-053,PALA-053
12322,SM-MOIS-I-101,MOIS-101
12323,GD-FISO-T-036,FISO-036
12324,CN-MACE-C-112,MACE-112
12325,GD-PALA-A-074,PALA-074
12326,SM-MOIS-I-122,MOIS-122
12327,GD-FISO-U-048,FISO-048
12328,CN-MACE-C-111,MACE-111
12329,GD-PALA-A-052,PALA-052
12330,SM-MOIS-K-123,MOIS-123
12331,GD-FISO-V-052,FISO-052
12332,CN-MACE-C-110,MACE-110
12333,GD-PALA-A-051,PALA-051
12334,SM-MOIS-C-072,MOIS-072
12335,GD-FISO-W-031,FISO-031
12336,CN-MACE-C-109,MACE-109
12337,GD-PALA-A-048,PALA-048
12338,CN-MACE-C-108,MACE-108
12339,SM-MOIS-F-063,MOIS-063
12340,GD-FISO-R-033,FISO-033
12341,GD-PALA-A-044,PALA-044
12342,CN-MACE-C-107,MACE-107
12343,SM-MOIS-F-064,MOIS-064
12344,GD-FISO-U-034,FISO-034
12345,GD-PALA-A-045,PALA-045
12346,CN-MACE-C-106,MACE-106
12347,SM-MOIS-L-065,MOIS-065
12348,GD-FISO-U-035,FISO-035
12349,GD-PALA-A-047,PALA-047
12350,CN-MACE-C-105,MACE-105
12351,SM-MOIS-C-075,MOIS-075
12352,GD-FISO-X-030,FISO-030
12353,GD-PALA-B-006,PALA-006
12354,SM-ZOBE-B-005,ZOBE-005
12355,CN-MACE-C-104,MACE-104
12356,GD-FISO-Y-047,FISO-047
12357,SM-MOIS-E-018,MOIS-018
12358,GD-PALA-A-065,PALA-065
12359,CN-MACE-C-100,MACE-100
12360,GD-FISO-P-011,FISO-011
12361,SM-ZOBE-B-024,ZOBE-024
12362,GD-PALA-A-064,PALA-064
12363,CN-MACE-C-097,MACE-097
12364,GD-FISO-Z-001,FISO-001
12365,SM-ZOBE-B-025,ZOBE-025
12366,GD-PALA-A-063,PALA-063
12367,CN-MACE-C-098,MACE-098
12368,GD-FISO-AA-002,FISO-002
12369,SM-ZOBE-A-036,ZOBE-036
12370,GD-PALA-A-062,PALA-062
12371,CN-MACE-E-086,MACE-086
12372,GD-FISO-AA-003,FISO-003
12373,SM-DUOD-A-007,DUOD-007
12374,GD-PALA-A-061,PALA-061
12375,CN-MACE-E-085,MACE-085
12376,GD-FISO-AA-004,FISO-004
12377,SM-STEF-I-257,STEF-257
12378,CN-MACE-E-084,MACE-084
12379,GD-PALA-A-067,PALA-067
12380,GD-FISO-AB-006,FISO-006
12381,SM-STEF-I-260,STEF-260
12382,CN-MACE-E-087,MACE-087
12383,GD-PALA-A-068,PALA-068
12384,GD-FISO-AB-005,FISO-005
12385,SM-MAUR-B-052,MAUR-052
12386,CN-MACE-E-081,MACE-081
12387,GD-PALA-A-060,PALA-060
12388,GD-FISO-AC-054,FISO-054
12389,SM-DUCA-E-009,DUCA-009
12390,CN-MACE-E-080,MACE-080
12391,GD-PALA-A-059,PALA-059
12392,GD-FISO-AC-055,FISO-055
12393,SM-STEF-T-234,STEF-234
12394,CN-MACE-E-079,MACE-079
12395,GD-PALA-A-070,PALA-070
12396,GD-FISO-AD-064,FISO-064
12397,SM-DUCA-B-024,DUCA-024
12398,CN-MACE-E-078,MACE-078
12399,GD-FISO-AE-066,FISO-066
12400,SM-DUCA-B-044,DUCA-044
12401,CN-MACE-E-083,MACE-083
12402,GD-FISO-AD-065,FISO-065
12403,SM-DUCA-B-043,DUCA-043
12404,CN-MACE-E-082,MACE-082
12405,GD-FISO-AD-063,FISO-063
12406,SM-STEF-D-042,STEF-042
12407,CN-MACE-E-008,MACE-008
12408,GD-FISO-AD-062,FISO-062
12409,CN-MACE-E-012,MACE-012
12410,SM-DUCA-E-010,DUCA-010
12411,GD-FISO-N-053,FISO-053
12412,CN-MACE-E-013,MACE-013
12413,SM-DUCA-E-032,DUCA-032
12414,GD-STUC-B-036,STUC-036
12415,CN-MACE-E-009,MACE-009
12416,CS-LORE-A-002,LORE-002
12417,GD-BIAG-A-001,BIAG-001
12418,CN-MACE-E-014,MACE-014
12419,CS-BACI-B-114,BACI-114
12420,GD-BIAG-A-011,BIAG-011
12421,CN-MACE-A-017,MACE-017
12422,GD-DGIO-A-001,DGIO-001
12423,CS-BACI-B-113,BACI-113
12424,CN-MACE-A-015,MACE-015
12425,GD-GIOR-A-001,GIOR-001
12426,CN-MACE-A-016,MACE-016
12427,CS-BACI-A-112,BACI-112
12428,GD-GIOR-A-028,GIOR-028
12429,CN-MACE-A-023,MACE-023
12430,CN-PANA-A-150,PANA-150
12431,GD-GIOR-A-026,GIOR-026
12432,CN-MACE-A-022,MACE-022
12433,CN-BIRI-B-214,BIRI-214
12434,GD-GIOR-A-025,GIOR-025
12435,CN-MACE-B-057,MACE-057
12436,CN-BIRI-AA-013,BIRI-013
12437,CN-MACE-B-058,MACE-058
12438,GD-GIOR-A-024,GIOR-024
12439,CN-BIRI-M-161,BIRI-161
12440,CN-MACE-B-061,MACE-061
12441,GD-GIOR-A-006,GIOR-006
12442,CN-BIRI-M-166,BIRI-166
12443,CN-MACE-A-046,MACE-046
12444,GD-DGIO-A-002,DGIO-002
12445,GD-PALA-A-071,PALA-071
12446,CN-BIRI-N-052,BIRI-052
12447,CN-MACE-A-045,MACE-045
12448,GD-GIOR-A-022,GIOR-022
12449,CN-APOS-F-386,APOS-386
12450,GD-PALA-A-069,PALA-069
12451,CN-MACE-A-043,MACE-043
12452,GD-GIOR-A-023,GIOR-023
12453,CN-APOS-E-369,APOS-369
12454,CN-APOS-F-380,APOS-380
12455,GD-PALA-A-058,PALA-058
12456,CN-MACE-A-049,MACE-049
12457,GD-GIOR-A-002,GIOR-002
12458,CN-APOS-E-371,APOS-371
12459,GD-PALA-A-057,PALA-057
12460,CN-MACE-A-048,MACE-048
12461,GD-GIOR-A-004,GIOR-004
12462,CN-APOS-E-372,APOS-372
12463,GD-PALA-A-056,PALA-056
12464,CN-APOS-E-374,APOS-374
12465,GD-INCE-A-001,INCE-001
12466,GD-PALA-A-055,PALA-055
12467,GD-INCE-A-002,INCE-002
12468,CN-APOS-C-321,APOS-321
12469,GD-PALA-A-072,PALA-072
12470,GD-INCE-A-003,INCE-003
12471,CN-APOS-D-320,APOS-320
12472,GD-PALA-A-054,PALA-054
12473,GD-PALA-A-078,PALA-078
12474,CN-APOS-D-319,APOS-319
12475,GD-PALA-A-073,PALA-073
12476,CN-APOS-D-327,APOS-327
12477,GD-PALA-A-076,PALA-076
