TARGET_FID_12_13,full_alias,short_alias
4436,CN-CANC-B-072,CANC-072
4437,SC-STAE-A-067,STAE-067
4438,CS-MARI-D-047,MARI-047
4439,CN-CANC-B-075,CANC-075
4440,SC-STAE-A-062,STAE-062
4441,CS-MARI-E-046,MARI-046
4442,CN-CANC-B-069,CANC-069
4443,CS-MARI-E-038,MARI-038
4444,SC-STAE-A-064,STAE-064
4445,CN-CANC-I-083,CANC-083
4446,CS-MARI-E-037,MARI-037
4447,SC-STAE-A-063,STAE-063
4448,CN-CANC-I-096,CANC-096
4449,CN-CANC-J-095,CANC-095
4450,CS-MARI-E-036,MARI-036
4451,SC-STAE-A-061,STAE-061
4452,CN-CANC-J-097,CANC-097
4453,CS-MARI-E-045,MARI-045
4454,SC-STAE-A-008,STAE-008
4455,CN-CANC-J-094,CANC-094
4456,CS-MARI-E-039,MARI-039
4457,SC-MEGI-A-004,MEGI-004
4458,CN-CANC-J-093,CANC-093
4459,CS-MARI-E-040,MARI-040
4460,SC-STAE-A-003,STAE-003
4461,CN-CANC-J-092,CANC-092
4462,CS-MARI-E-041,MARI-041
4463,SC-STAE-D-017,STAE-017
4464,CN-CANC-J-091,CANC-091
4465,SC-MATE-D-044,MATE-044
4466,CS-MARI-E-044,MARI-044
4467,CN-CANC-J-090,CANC-090
4468,SC-MATE-F-065,MATE-065
4469,CS-MARI-E-042,MARI-042
4470,CN-CANC-J-089,CANC-089
4471,SC-MATE-F-008,MATE-008
4472,CS-MARI-E-043,MARI-043
4473,CN-CANC-J-087,CANC-087
4474,SP-CASS-E-114,CASS-114
4475,CS-BORG-A-023,BORG-023
4476,CN-CANC-J-086,CANC-086
4477,SC-STAE-A-070,STAE-070
4478,CS-FORM-F-097,FORM-097
4479,SC-STAE-A-069,STAE-069
4480,CN-CANC-J-088,CANC-088
4481,CS-FORM-F-096,FORM-096
4482,SC-STAE-A-068,STAE-068
4483,CN-CANC-C-063,CANC-063
4484,CS-FORM-F-095,FORM-095
4485,CN-CANC-C-062,CANC-062
4486,SP-CASS-E-116,CASS-116
4487,CS-FORM-F-094,FORM-094
4488,CN-CANC-C-059,CANC-059
4489,SP-CASS-E-117,CASS-117
4490,SP-SILV-B-113,SILV-113
4491,CN-CANC-K-098,CANC-098
4492,SP-SILV-B-115,SILV-115
4493,SP-CASS-K-144,CASS-144
4494,CN-CANC-K-102,CANC-102
4495,SP-SILV-B-150,SILV-150
4496,SC-ORIO-D-102,ORIO-102
4497,CN-CANC-K-099,CANC-099
4498,SP-SILV-C-289,SILV-289
4499,SC-STAE-C-032,STAE-032
4500,CN-CANC-K-058,CANC-058
4501,SP-SILV-C-292,SILV-292
4502,SC-MEGI-A-016,MEGI-016
4503,CN-CANC-K-057,CANC-057
4504,CN-GRIS-A-029,GRIS-029
4505,SC-MATE-D-059,MATE-059
4506,CN-CANC-K-056,CANC-056
4507,SC-MATE-F-014,MATE-014
4508,CN-GRIS-A-007,GRIS-007
4509,CN-CANC-K-011,CANC-011
4510,SP-CASS-J-139,CASS-139
4511,CN-GRIS-A-034,GRIS-034
4512,CN-CANC-E-025,CANC-025
4513,SP-CASS-J-138,CASS-138
4514,CN-GRIS-A-006,GRIS-006
4515,CN-CANC-E-026,CANC-026
4516,SP-CASS-J-137,CASS-137
4517,CN-GRIS-A-032,GRIS-032
4518,CN-CANC-E-027,CANC-027
4519,SP-FRAR-D-307,FRAR-307
4520,CN-CANC-E-030,CANC-030
4521,CN-GRIS-A-002,GRIS-002
4522,SP-NOMB-B-008,NOMB-008
4523,CN-CANC-D-054,CANC-054
4524,CN-GRIS-B-045,GRIS-045
4525,SP-NOMB-B-094,NOMB-094
4526,CN-CANC-D-053,CANC-053
4527,CS-MARI-A-054,MARI-054
4528,SP-NOMB-B-095,NOMB-095
4529,CN-APOS-AK-278,APOS-278
4530,CS-MARI-A-004,MARI-004
4531,SP-NOMB-B-093,NOMB-093
4532,CN-APOS-N-274,APOS-274
4533,CS-MARI-A-066,MARI-066
4534,SP-NOMB-B-092,NOMB-092
4535,CN-APOS-O-280,APOS-280
4536,CS-MARI-C-007,MARI-007
4537,SP-NOMB-B-091,NOMB-091
4538,CN-APOS-N-271,APOS-271
4539,SM-BORT-C-093,BORT-093
4540,SP-NOMB-B-007,NOMB-007
4541,CN-APOS-N-267,APOS-267
4542,SP-NOMB-B-006,NOMB-006
4543,SM-BORT-B-087,BORT-087
4544,CN-APOS-N-269,APOS-269
4545,SP-NOMB-C-001,NOMB-001
4546,SM-BORT-B-048,BORT-048
4547,CN-APOS-N-266,APOS-266
4548,SP-NOMB-C-002,NOMB-002
4549,SM-BORT-B-072,BORT-072
4550,CN-APOS-N-256,APOS-256
4551,SP-NOMB-C-003,NOMB-003
4552,SM-BORT-B-075,BORT-075
4553,CN-APOS-N-265,APOS-265
4554,SM-BORT-B-074,BORT-074
4555,SP-NOMB-C-004,NOMB-004
4556,CN-APOS-N-348,APOS-348
4557,CS-FAVA-D-040,FAVA-040
4558,SP-NOMB-C-005,NOMB-005
4559,CN-APOS-N-264,APOS-264
4560,CN-GRIS-A-022,GRIS-022
4561,SP-NOMB-C-113,NOMB-113
4562,CN-APOS-N-349,APOS-349
4563,CN-GRIS-A-017,GRIS-017
4564,SP-NOMB-C-114,NOMB-114
4565,CN-APOS-P-259,APOS-259
4566,CN-GRIS-A-015,GRIS-015
4567,SP-NOMB-C-112,NOMB-112
4568,CN-APOS-P-258,APOS-258
4569,CN-GRIS-A-014,GRIS-014
4570,SP-NOMB-C-111,NOMB-111
4571,CN-APOS-P-257,APOS-257
4572,SM-BORT-B-073,BORT-073
4573,SP-POLO-B-099,POLO-099
4574,CN-APOS-P-228,APOS-228
4575,SM-BORT-E-012,BORT-012
4576,SP-POLO-C-005,POLO-005
4577,CN-APOS-P-227,APOS-227
4578,SM-BORT-E-180,BORT-180
4579,SP-POLO-C-006,POLO-006
4580,CN-APOS-P-260,APOS-260
4581,SM-BORT-E-185,BORT-185
4582,SP-POLO-C-090,POLO-090
4583,CN-APOS-P-261,APOS-261
4584,SP-POLO-C-077,POLO-077
4585,SM-BORT-G-008,BORT-008
4586,SP-POLO-D-093,POLO-093
4587,CN-APOS-P-262,APOS-262
4588,CN-CANC-L-045,CANC-045
4589,SP-POLO-D-092,POLO-092
4590,CN-APOS-E-373,APOS-373
4591,CN-CANC-L-039,CANC-039
4592,CN-APOS-F-381,APOS-381
4593,CN-CANC-H-047,CANC-047
4594,SP-POLO-D-083,POLO-083
4595,CN-APOS-F-364,APOS-364
4596,SP-POLO-D-094,POLO-094
4597,CN-MIRA-A-012,MIRA-012
4598,CN-APOS-F-363,APOS-363
4599,SP-POLO-D-095,POLO-095
4600,CN-MIRA-B-001,MIRA-001
4601,CN-APOS-F-385,APOS-385
4602,SP-POLO-D-096,POLO-096
4603,CN-APOS-AK-334,APOS-334
4604,CN-MIRA-B-002,MIRA-002
4605,SP-POLO-D-007,POLO-007
4606,CN-APOS-AK-337,APOS-337
4607,CN-MIRA-B-013,MIRA-013
4608,SP-POLO-D-008,POLO-008
4609,CN-APOS-AK-335,APOS-335
4610,CN-MIRA-B-005,MIRA-005
4611,SP-POLO-D-009,POLO-009
4612,CN-APOS-AK-277,APOS-277
4613,CN-APOS-AK-279,APOS-279
4614,CN-MIRA-C-011,MIRA-011
4615,SP-NOMB-D-068,NOMB-068
4616,CN-APOS-N-341,APOS-341
4617,CN-MIRA-C-010,MIRA-010
4618,SP-POLO-E-100,POLO-100
4619,CN-APOS-N-342,APOS-342
4620,CN-MIRA-C-009,MIRA-009
4621,SP-POLO-E-003,POLO-003
4622,CN-APOS-N-360,APOS-360
4623,CN-MIRA-C-008,MIRA-008
4624,SP-POLO-E-002,POLO-002
4625,CN-APOS-N-361,APOS-361
4626,CN-MIRA-C-007,MIRA-007
4627,SP-POLO-A-076,POLO-076
4628,CN-APOS-N-362,APOS-362
4629,CN-MIRA-C-006,MIRA-006
4630,SP-POLO-A-075,POLO-075
4631,CN-APOS-N-357,APOS-357
4632,CN-MIRA-C-014,MIRA-014
4633,SP-POLO-A-073,POLO-073
4634,CN-APOS-N-355,APOS-355
4635,CN-MIRA-C-017,MIRA-017
4636,SP-POLO-A-072,POLO-072
4637,CN-APOS-N-354,APOS-354
4638,CN-MIRA-C-016,MIRA-016
4639,SP-POLO-F-069,POLO-069
4640,CN-APOS-AK-344,APOS-344
4641,CN-MIRA-C-015,MIRA-015
4642,SP-MELO-A-043,MELO-043
4643,CN-BIRI-M-160,BIRI-160
4644,CN-PANA-K-052,PANA-052
4645,SP-MELO-B-040,MELO-040
4646,CN-BIRI-R-167,BIRI-167
4647,CN-PANA-K-038,PANA-038
4648,SP-MELO-B-041,MELO-041
4649,CN-BIRI-R-062,BIRI-062
4650,CN-PANA-K-037,PANA-037
4651,SP-MELO-C-028,MELO-028
4652,CN-BIRI-N-050,BIRI-050
4653,SP-MELO-D-029,MELO-029
4654,CN-PANA-K-036,PANA-036
4655,CN-BIRI-Q-049,BIRI-049
4656,SP-MELO-E-002,MELO-002
4657,CN-PANA-H-039,PANA-039
4658,CN-BIRI-R-156,BIRI-156
4659,SP-MELO-E-001,MELO-001
4660,CN-PANA-J-040,PANA-040
4661,CN-BIRI-S-074,BIRI-074
4662,SP-MELO-C-006,MELO-006
4663,CN-PANA-H-051,PANA-051
4664,CN-BIRI-S-155,BIRI-155
4665,SP-MELO-F-005,MELO-005
4666,CN-PANA-H-048,PANA-048
4667,CN-BIRI-S-018,BIRI-018
4668,SP-MELO-F-031,MELO-031
4669,CN-PANA-H-058,PANA-058
4670,CN-BIRI-S-019,BIRI-019
4671,SP-MELO-F-032,MELO-032
4672,CN-PANA-H-053,PANA-053
4673,CN-BIRI-S-017,BIRI-017
4674,SP-MELO-F-033,MELO-033
4675,CS-MARI-F-024,MARI-024
4676,CN-BIRI-S-159,BIRI-159
4677,CS-MARI-F-025,MARI-025
4678,SP-CASS-N-055,CASS-055
4679,CN-BIRI-S-168,BIRI-168
4680,CS-MARI-F-026,MARI-026
4681,SP-CASS-N-039,CASS-039
4682,CN-BIRI-S-014,BIRI-014
4683,CS-MARI-F-023,MARI-023
4684,SP-CASS-N-054,CASS-054
4685,CN-BIRI-S-016,BIRI-016
4686,CS-MARI-G-032,MARI-032
4687,SP-CASS-N-053,CASS-053
4688,CN-BIRI-S-015,BIRI-015
4689,CS-MARI-G-033,MARI-033
4690,SP-CASS-N-052,CASS-052
4691,CN-BIRI-S-151,BIRI-151
4692,CS-MARI-G-031,MARI-031
4693,SP-CASS-N-043,CASS-043
4694,CN-BIRI-T-117,BIRI-117
4695,CS-BORG-B-015,BORG-015
4696,SP-CASS-N-040,CASS-040
4697,CN-BIRI-T-116,BIRI-116
4698,CS-BORG-B-014,BORG-014
4699,SP-CASS-I-062,CASS-062
4700,CS-BORG-B-012,BORG-012
4701,CN-BIRI-T-115,BIRI-115
4702,SP-CASS-I-063,CASS-063
4703,CS-BORG-B-011,BORG-011
4704,CN-BIRI-T-114,BIRI-114
4705,SP-CASS-I-049,CASS-049
4706,CS-BORG-B-013,BORG-013
4707,CN-BIRI-T-113,BIRI-113
4708,CS-MARI-H-030,MARI-030
4709,SP-CASS-I-050,CASS-050
4710,CN-BIRI-T-086,BIRI-086
4711,CS-MARI-H-027,MARI-027
4712,CN-BIRI-T-085,BIRI-085
4713,SP-CASS-I-051,CASS-051
4714,CS-MARI-H-018,MARI-018
4715,CN-BIRI-T-087,BIRI-087
4716,SP-CASS-I-048,CASS-048
4717,CS-MARI-H-019,MARI-019
4718,CN-BIRI-S-084,BIRI-084
4719,CS-MARI-H-020,MARI-020
4720,SP-CASS-I-044,CASS-044
4721,CN-BIRI-S-081,BIRI-081
4722,CS-MARI-H-022,MARI-022
4723,SP-SILV-L-186,SILV-186
4724,CN-BIRI-S-080,BIRI-080
4725,CS-MARI-I-012,MARI-012
4726,SP-SILV-L-216,SILV-216
4727,CN-BIRI-S-111,BIRI-111
4728,CS-MARI-I-021,MARI-021
4729,CN-BIRI-S-112,BIRI-112
4730,CS-MARI-I-013,MARI-013
4731,SP-SILV-L-215,SILV-215
4732,CN-BIRI-Q-021,BIRI-021
4733,CS-MARI-I-014,MARI-014
4734,SP-SILV-L-229,SILV-229
4735,CN-BIRI-Q-022,BIRI-022
4736,CS-MARI-I-015,MARI-015
4737,SP-SILV-L-230,SILV-230
4738,CN-BIRI-Q-020,BIRI-020
4739,CS-MARI-I-017,MARI-017
4740,SP-SILV-L-231,SILV-231
4741,CN-BIRI-Q-079,BIRI-079
4742,CS-MARI-I-028,MARI-028
4743,SP-SILV-L-205,SILV-205
4744,CN-BIRI-Q-076,BIRI-076
4745,CS-MARI-I-016,MARI-016
4746,SP-SILV-L-206,SILV-206
4747,CN-BIRI-Q-048,BIRI-048
4748,CS-MARI-I-029,MARI-029
4749,SP-SILV-L-207,SILV-207
4750,CN-BIRI-Q-047,BIRI-047
4751,CS-FAVA-G-167,FAVA-167
4752,SP-SILV-Y-202,SILV-202
4753,CN-BIRI-Q-045,BIRI-045
4754,CS-FAVA-G-161,FAVA-161
4755,CN-BIRI-Q-043,BIRI-043
4756,CS-FAVA-G-225,FAVA-225
4757,SP-SILV-Y-209,SILV-209
4758,CN-BIRI-Q-046,BIRI-046
4759,CS-FAVA-G-165,FAVA-165
4760,SP-SILV-Y-208,SILV-208
4761,CN-BIRI-Q-030,BIRI-030
4762,CS-FAVA-G-164,FAVA-164
4763,SP-SILV-Y-201,SILV-201
4764,CN-BIRI-Q-031,BIRI-031
4765,CS-FAVA-G-163,FAVA-163
4766,SP-SILV-Y-200,SILV-200
4767,CN-BIRI-Q-032,BIRI-032
4768,CS-FAVA-G-162,FAVA-162
4769,SP-SILV-Y-194,SILV-194
4770,CN-BIRI-Q-035,BIRI-035
4771,CS-FAVA-H-172,FAVA-172
4772,SP-SILV-Y-193,SILV-193
4773,CN-BIRI-Q-039,BIRI-039
4774,CS-FAVA-H-173,FAVA-173
4775,SP-SILV-Y-191,SILV-191
4776,CN-BIRI-Q-029,BIRI-029
4777,CS-FAVA-H-174,FAVA-174
4778,SP-SILV-Y-192,SILV-192
4779,CN-BIRI-Q-042,BIRI-042
4780,CS-FAVA-H-218,FAVA-218
4781,SP-SILV-Y-190,SILV-190
4782,CN-BIRI-Q-025,BIRI-025
4783,CS-FAVA-I-229,FAVA-229
4784,SP-SILV-Y-189,SILV-189
4785,CN-BIRI-Q-041,BIRI-041
4786,CS-BORG-C-009,BORG-009
4787,SP-SILV-Y-188,SILV-188
4788,CN-BIRI-Q-026,BIRI-026
4789,CS-BORG-C-008,BORG-008
4790,SP-SILV-Y-187,SILV-187
4791,CN-BIRI-Q-044,BIRI-044
4792,CS-BORG-C-007,BORG-007
4793,SP-SILV-Y-212,SILV-212
4794,CN-BIRI-Q-023,BIRI-023
4795,CS-BORG-C-010,BORG-010
4796,SP-SILV-Z-081,SILV-081
4797,CN-BIRI-Q-077,BIRI-077
4798,CS-BORG-C-017,BORG-017
4799,SP-SILV-Z-079,SILV-079
4800,CN-BIRI-Q-078,BIRI-078
4801,CS-BORG-C-006,BORG-006
4802,SP-SILV-Z-080,SILV-080
4803,CN-BIRI-V-129,BIRI-129
4804,CS-BORG-C-020,BORG-020
4805,SP-SILV-M-198,SILV-198
4806,CN-BIRI-V-088,BIRI-088
4807,CS-BORG-A-019,BORG-019
4808,SP-SILV-M-086,SILV-086
4809,CN-BIRI-V-089,BIRI-089
4810,CS-BORG-C-018,BORG-018
4811,SP-SILV-M-197,SILV-197
4812,CN-BIRI-V-128,BIRI-128
4813,CS-BORG-C-016,BORG-016
4814,SP-SILV-M-087,SILV-087
4815,CN-BIRI-V-127,BIRI-127
4816,CN-MIRA-B-003,MIRA-003
4817,SP-SILV-M-204,SILV-204
4818,CN-BIRI-W-109,BIRI-109
4819,CS-FAVA-G-222,FAVA-222
4820,SP-SILV-AA-217,SILV-217
4821,CN-BIRI-W-090,BIRI-090
4822,CS-FAVA-G-221,FAVA-221
4823,SP-SILV-AA-221,SILV-221
4824,CS-FAVA-G-220,FAVA-220
4825,CN-BIRI-W-091,BIRI-091
4826,SP-SILV-AA-218,SILV-218
4827,CS-FAVA-G-219,FAVA-219
4828,CN-BIRI-X-110,BIRI-110
4829,SP-SILV-AB-091,SILV-091
4830,CN-APOS-I-071,APOS-071
4831,CN-BIRI-X-038,BIRI-038
4832,SP-SILV-AB-089,SILV-089
4833,CN-APOS-Q-237,APOS-237
4834,CN-BIRI-X-036,BIRI-036
4835,SP-SILV-AB-088,SILV-088
4836,CN-APOS-K-199,APOS-199
4837,CN-BIRI-X-033,BIRI-033
4838,SP-SILV-AB-078,SILV-078
4839,CN-APOS-N-353,APOS-353
4840,CN-BIRI-X-037,BIRI-037
4841,SP-SILV-AC-075,SILV-075
4842,CN-APOS-N-352,APOS-352
4843,CN-BIRI-X-108,BIRI-108
4844,SP-SILV-AC-074,SILV-074
4845,CN-APOS-N-351,APOS-351
4846,CN-BIRI-X-107,BIRI-107
4847,SP-SILV-AC-073,SILV-073
4848,CN-APOS-N-350,APOS-350
4849,CN-BIRI-U-106,BIRI-106
4850,SP-SILV-AC-090,SILV-090
4851,CN-CANC-B-074,CANC-074
4852,CN-BIRI-Y-103,BIRI-103
4853,SP-SILV-AC-092,SILV-092
4854,CN-CANC-A-007,CANC-007
4855,CN-BIRI-Y-102,BIRI-102
4856,SP-SILV-AC-076,SILV-076
4857,CN-CANC-A-006,CANC-006
4858,CN-BIRI-Y-101,BIRI-101
4859,SP-SILV-AC-077,SILV-077
4860,CN-CANC-M-111,CANC-111
4861,CN-BIRI-O-094,BIRI-094
4862,SP-SILV-AC-064,SILV-064
4863,CN-MIRA-B-018,MIRA-018
4864,CN-BIRI-O-095,BIRI-095
4865,CN-MIRA-B-004,MIRA-004
4866,SP-SILV-AC-061,SILV-061
4867,CN-BIRI-O-100,BIRI-100
4868,CS-FAVA-F-062,FAVA-062
4869,SP-SILV-AC-072,SILV-072
4870,SP-SILV-AC-065,SILV-065
4871,CN-BIRI-O-099,BIRI-099
4872,SP-SILV-W-342,SILV-342
4873,SP-SILV-AC-060,SILV-060
4874,SP-SILV-W-339,SILV-339
4875,SP-SILV-AC-069,SILV-069
4876,SP-SILV-B-162,SILV-162
4877,CS-ZANI-A-177,ZANI-177
4878,SP-SILV-AC-068,SILV-068
4879,CS-ZANI-A-185,ZANI-185
4880,CS-ZANI-A-174,ZANI-174
4881,SP-SILV-AC-093,SILV-093
4882,CS-ZANI-A-225,ZANI-225
4883,SP-SILV-AC-034,SILV-034
4884,CS-ZANI-A-208,ZANI-208
4885,CS-ZANI-A-220,ZANI-220
4886,SP-SILV-AC-035,SILV-035
4887,CS-ZANI-A-226,ZANI-226
4888,SP-SILV-AC-036,SILV-036
4889,CS-ZANI-A-218,ZANI-218
4890,SP-SILV-AC-057,SILV-057
4891,CS-ZANI-A-199,ZANI-199
4892,SP-SILV-AC-054,SILV-054
4893,CS-ZANI-A-200,ZANI-200
4894,SP-SILV-AC-097,SILV-097
4895,CS-ZANI-A-198,ZANI-198
4896,SP-SILV-AC-030,SILV-030
4897,SP-SILV-AC-031,SILV-031
4898,CS-ZANI-A-203,ZANI-203
4899,SP-SILV-AD-096,SILV-096
4900,CN-PANA-B-080,PANA-080
4901,SP-SILV-AD-029,SILV-029
4902,CN-PANA-B-081,PANA-081
4903,CN-PANA-B-082,PANA-082
4904,SP-SILV-AD-028,SILV-028
4905,CN-PANA-B-085,PANA-085
4906,SP-SILV-AD-027,SILV-027
4907,CN-PANA-H-071,PANA-071
4908,CN-PANA-B-084,PANA-084
4909,SP-SILV-AD-098,SILV-098
4910,CN-PANA-C-115,PANA-115
4911,SP-SILV-AD-026,SILV-026
4912,CN-PANA-L-018,PANA-018
4913,SP-SILV-AC-132,SILV-132
4914,CN-PANA-L-019,PANA-019
4915,SP-SILV-AC-102,SILV-102
4916,SP-SILV-AC-103,SILV-103
4917,CN-PANA-L-072,PANA-072
4918,SP-SILV-AE-133,SILV-133
4919,CN-PANA-L-075,PANA-075
4920,SP-SILV-AE-130,SILV-130
4921,CN-PANA-L-023,PANA-023
4922,SP-SILV-AA-134,SILV-134
4923,CN-PANA-L-022,PANA-022
4924,SP-SILV-AA-023,SILV-023
4925,CN-PANA-L-021,PANA-021
4926,SP-SILV-AA-022,SILV-022
4927,CN-PANA-L-111,PANA-111
4928,SP-SILV-AA-021,SILV-021
4929,CN-PANA-L-110,PANA-110
4930,SP-SILV-AF-020,SILV-020
4931,CN-PANA-L-109,PANA-109
4932,SP-SILV-AF-223,SILV-223
4933,CN-PANA-L-108,PANA-108
4934,SP-SILV-AF-222,SILV-222
4935,CN-PANA-L-112,PANA-112
4936,SP-SILV-A-016,SILV-016
4937,CN-PANA-L-107,PANA-107
4938,CN-PANA-E-004,PANA-004
4939,SP-SILV-A-015,SILV-015
4940,CN-PANA-E-005,PANA-005
4941,CN-PANA-E-138,PANA-138
4942,CN-PANA-E-137,PANA-137
4943,CN-PANA-E-135,PANA-135
4944,CN-PANA-F-006,PANA-006
4945,CN-PANA-F-007,PANA-007
4946,CN-PANA-F-008,PANA-008
4947,CN-PANA-F-009,PANA-009
4948,CN-PANA-F-099,PANA-099
4949,CN-PANA-F-098,PANA-098
4950,CN-PANA-F-097,PANA-097
4951,CN-BIRI-O-096,BIRI-096
4952,CN-PANA-F-096,PANA-096
4953,CN-BIRI-P-097,BIRI-097
4954,CN-PANA-D-122,PANA-122
4955,CN-PANA-H-054,PANA-054
4956,CN-PANA-H-055,PANA-055
4957,CN-PANA-H-063,PANA-063
4958,CN-PANA-H-062,PANA-062
4959,CN-PANA-H-057,PANA-057
4960,CN-PANA-D-121,PANA-121
4961,CN-PANA-H-056,PANA-056
4962,CN-PANA-E-151,PANA-151
4963,CN-CANC-N-107,CANC-107
4964,CN-PANA-D-142,PANA-142
4965,CN-CANC-M-112,CANC-112
4966,CN-PANA-D-143,PANA-143
4967,CN-PANA-D-144,PANA-144
4968,CN-PANA-D-141,PANA-141
4969,CN-PANA-D-140,PANA-140
4970,CN-CANC-M-128,CANC-128
4971,CN-CANC-M-129,CANC-129
4972,CN-PANA-D-139,PANA-139
4973,CN-PANA-D-130,PANA-130
4974,CN-PANA-D-132,PANA-132
4975,CN-PANA-D-133,PANA-133
4976,CN-PANA-D-125,PANA-125
4977,CN-CANC-H-051,CANC-051
4978,CN-BIRI-O-125,BIRI-125
4979,CN-CANC-H-048,CANC-048
4980,CN-BIRI-O-131,BIRI-131
4981,CN-CANC-H-050,CANC-050
4982,CN-BIRI-O-122,BIRI-122
4983,CN-BIRI-O-123,BIRI-123
4984,CN-CANC-H-049,CANC-049
4985,CN-CANC-H-108,CANC-108
4986,CN-CANC-H-109,CANC-109
4987,CN-CANC-H-110,CANC-110
4988,CN-CANC-F-001,CANC-001
4989,CN-CANC-F-002,CANC-002
4990,CN-CANC-F-121,CANC-121
4991,CN-CANC-O-120,CANC-120
4992,CN-CANC-P-118,CANC-118
4993,CN-CANC-P-117,CANC-117
4994,CN-CANC-P-113,CANC-113
4995,CN-CANC-P-114,CANC-114
4996,CN-CANC-P-116,CANC-116
4997,CN-CANC-P-115,CANC-115
4998,CN-CANC-Q-106,CANC-106
4999,CN-CANC-A-105,CANC-105
5000,CN-CANC-A-122,CANC-122
5001,SM-MARC-A-013,MARC-013
5002,SM-MARC-B-181,MARC-181
5003,SM-MARC-C-358,MARC-358
5004,DD-PANT-A-103,PANT-103
5005,SM-MARC-B-175,MARC-175
5006,SM-MARC-D-366,MARC-366
5007,DD-PANT-A-105,PANT-105
5008,SM-MARC-E-220,MARC-220
5009,SM-MARC-D-365,MARC-365
5010,DD-PANT-A-106,PANT-106
5011,SM-MARC-D-364,MARC-364
5012,SM-MARC-E-216,MARC-216
5013,DD-PANT-A-107,PANT-107
5014,SM-MARC-D-371,MARC-371
5015,SM-MARC-F-168,MARC-168
5016,DD-PANT-A-011,PANT-011
5017,SM-MARC-D-370,MARC-370
5018,SM-MARC-F-167,MARC-167
5019,DD-PANT-A-101,PANT-101
5020,SM-MARC-D-369,MARC-369
5021,SM-MARC-F-183,MARC-183
5022,SM-MARC-F-184,MARC-184
5023,SM-MARC-F-185,MARC-185
5024,SM-MARC-F-188,MARC-188
5025,SM-MARC-F-189,MARC-189
5026,SM-MARC-F-190,MARC-190
5027,SM-MARC-F-191,MARC-191
5028,SM-MARC-F-157,MARC-157
5029,SM-MARC-F-156,MARC-156
5030,SM-MARC-F-144,MARC-144
5031,SM-MARC-F-158,MARC-158
5032,SM-MARC-F-145,MARC-145
5033,SM-MARC-F-146,MARC-146
5034,SM-MARC-F-128,MARC-128
5035,SM-MARC-F-160,MARC-160
5036,SM-MARC-F-161,MARC-161
5037,SM-MARC-F-162,MARC-162
5038,SM-MARC-F-163,MARC-163
5039,SM-MARC-F-153,MARC-153
5040,SC-ROMA-A-022,ROMA-022
5041,SM-MARC-F-152,MARC-152
5042,SM-MARC-F-151,MARC-151
5043,SM-MARC-F-148,MARC-148
5044,SM-MARC-F-139,MARC-139
5045,SM-MARC-F-138,MARC-138
5046,SM-MARC-F-136,MARC-136
5047,SM-MARC-F-137,MARC-137
5048,SM-MARC-F-166,MARC-166
5049,SM-MARC-F-165,MARC-165
5050,SM-MARC-E-211,MARC-211
5051,SM-MARC-E-210,MARC-210
5052,SM-MARC-E-209,MARC-209
5053,SM-MARC-E-215,MARC-215
5054,SM-MARC-E-213,MARC-213
5055,SM-MARC-E-214,MARC-214
5056,SM-MARC-G-195,MARC-195
5057,SM-MARC-G-196,MARC-196
5058,SM-MARC-G-205,MARC-205
5059,SM-MARC-G-204,MARC-204
5060,SM-MARC-E-089,MARC-089
5061,SM-MARC-E-090,MARC-090
5062,SM-REAL-A-003,REAL-003
5063,SM-GALL-A-074,GALL-074
5064,SM-GALL-B-010,GALL-010
5065,SM-GALL-B-011,GALL-011
5066,SM-GALL-C-029,GALL-029
5067,SM-MARC-H-252,MARC-252
5068,SM-MARC-I-240,MARC-240
5069,SM-MARC-J-177,MARC-177
5070,SM-MARC-E-221,MARC-221
5071,SM-MARC-K-218,MARC-218
5072,SM-MARC-E-212,MARC-212
5073,SM-MARC-L-116,MARC-116
5074,SM-MARC-M-121,MARC-121
5075,SM-MARC-M-122,MARC-122
5076,SM-MARC-M-123,MARC-123
5077,SM-MARC-M-124,MARC-124
5078,SM-FANT-A-063,FANT-063
5079,SM-FANT-A-056,FANT-056
5080,SM-FANT-A-058,FANT-058
5081,SM-FANT-A-057,FANT-057
5082,SM-LUCA-A-114,LUCA-114
5083,SM-REAL-A-004,REAL-004
5084,SM-REAL-A-001,REAL-001
5085,SM-REAL-A-002,REAL-002
5086,SM-BORT-B-053,BORT-053
5087,SM-BORT-I-037,BORT-037
5088,CS-FAVA-J-138,FAVA-138
5089,CS-FAVA-K-091,FAVA-091
5090,SM-LUCA-B-111,LUCA-111
5091,SM-GALL-A-085,GALL-085
5092,SM-MARC-N-314,MARC-314
5093,CS-QUER-A-003,QUER-003
5094,CS-QUER-A-002,QUER-002
5095,CS-QUER-B-086,QUER-086
5096,CS-QUER-B-087,QUER-087
5097,CS-QUER-B-088,QUER-088
5098,CS-QUER-B-089,QUER-089
5099,CS-FILI-A-155,FILI-155
5100,CS-FILI-A-154,FILI-154
5101,CS-LORE-B-044,LORE-044
5102,CS-LORE-B-045,LORE-045
5103,CS-LORE-C-095,LORE-095
5104,CS-LORE-C-094,LORE-094
5105,CS-LORE-C-093,LORE-093
5106,CS-LORE-C-009,LORE-009
5107,CS-QUER-B-082,QUER-082
5108,CS-QUER-B-099,QUER-099
5109,CS-BRAG-D-102,BRAG-102
5110,CS-BRAG-E-103,BRAG-103
5111,CS-BRAG-E-104,BRAG-104
